FID,geom,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,name,shop,toilets:wheelchair,wheelchair,osm_id,osm_type,editlink,tutoriallink,building,official_name,source:addr,source:geometry,collection_times,opening_hours,operator,operator:wikidata,brand,brand:wikidata,brand:wikipedia,operator:wikipedia,source,heritage,image,check_date,building:flats,check_date:opening_hours,branch,ref,phone,contact:website,parcel_locker:type,parcel_mail_in,parcel_pickup,surveillance,website,postal_code,not:operator:wikidata,note,created_by,description,email,atm,post_office:type,alt_name,short_name,level,post_office:brand,post_office:letter,post_office:parcel_from,post_office:service_provider,post_office:stamps,ref:deutsche_post,lottery,tenant,fax,update,type,contact:email,payment:cash,payment:credit_cards,payment:debit_cards,wheelchair:description,opening_hours:covid19,indoor,disused:shop,old_name,old_phone,contact:phone,lastcheck,post_office,toys:model_railway,last_check,payment:coins,payment:maestro,payment:notes,internet_access,payment:girocard,object:city,object:country,object:housenumber,object:street,survey:date,fixme,object:postcode,ref:shop:num,refrigerated,colour,packstation_type,addr:floor,dispensing,app_operated,display_operated,label_printer,name:de,start_date,payment:postcard
OSM_MRN_amenity_post_office_4326_Point.1,POINT (8.4486672 49.662193),Bürstadt,DE,1,68642,Frankensteinstraße,Bobstadt,post_office,Blodt,stationery,no,yes,26914143,node,https://www.openstreetmap.org/node/26914143,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.2,POINT (9.139857333333334 49.3491602),Mosbach,DE,7,74821,Neckarelzer Straße,,post_office,LRA NOK Gebäude VIII,,,yes,38991224,way,https://www.openstreetmap.org/way/38991224,https://learnosm.org/de/beginner/,yes,Landratsamt Neckar-Odenwald-Kreis,"LGL, www.lgl-bw.de",Bing 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.3,POINT (8.2905444 49.4819915),,,,,,,post_office,"A, Vollmer",newsagent,,no,85989985,node,https://www.openstreetmap.org/node/85989985,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.4,POINT (8.6549181 49.54813782857143),Weinheim,DE,2,69469,Cavaillonstraße,,post_office,Deutsche Post,,,limited,88194556,way,https://www.openstreetmap.org/way/88194556,https://learnosm.org/de/beginner/,yes,,,,"Mo-Fr 16:00,18:00; Sa 12:45; Su 11:30","Mo-Fr 09:00-12:30,14:00-18:00; Sa 09:00-13:00",Deutsche Post,Q157645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.5,POINT (8.615556441666666 49.68026414166667),Bensheim,DE,28,64625,Schwanheimer Straße,,post_office,Deutsche Post,,,yes,104159366,way,https://www.openstreetmap.org/way/104159366,https://learnosm.org/de/beginner/,yes,,,,,Mo-Fr 08:00-18:30; Sa 08:00-12:30,Deutsche Post,Q157645,Deutsche Post,Q157645,en:Deutsche Post,de:Deutsche Post AG,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.6,POINT (9.32471696 49.52419995999999),Buchen (Odenwald),DE,21,74722,Walldürner Straße,,post_office,Postfiliale 598,,,yes,107828927,way,https://www.openstreetmap.org/way/107828927,https://learnosm.org/de/beginner/,yes,,,,,"Mo-Tu, Th-Fr 09:30-12:30, 14:00-17:30; Sa-Su 09:00-12:00; We 09:30-12:30",,,,,,,,yes,File:Buchen_(Odenwald)_Postamt_2710.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.7,POINT (8.874828039999999 49.25132586),Sinsheim,DE,16,74889,Muthstraße,,post_office,Deutsche Post,,,limited,108130379,way,https://www.openstreetmap.org/way/108130379,https://learnosm.org/de/beginner/,yes,,,Bing 2012,,,Deutsche Post,Q157645,,,,,,,,2024-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.8,POINT (9.205382019999998 49.53284762),Mudau,DE,10/1,69427,Kirchbrücke,,post_office,Deutsche Post Filiale 533,,,,117543825,way,https://www.openstreetmap.org/way/117543825,https://learnosm.org/de/beginner/,yes,,,,,"Mo-Sa 09:30-12:30, Mo,Tu,Th,Fr 15:00-17:00",Deutsche Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.9,POINT (8.638226788235293 49.642407535294126),Heppenheim,DE,1,64646,Ernst-Schneider-Straße,,post_office,Deutsche Post,,,no,230991279,way,https://www.openstreetmap.org/way/230991279,https://learnosm.org/de/beginner/,commercial,,,,,,Deutsche Post,Q157645,Deutsche Post,Q157645,en:Deutsche Post,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.10,POINT (8.3712371 49.218392),Germersheim,DE,4,76726,Sandstraße,,post_office,Postamt,,,no,252581310,node,https://www.openstreetmap.org/node/252581310,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-12:30,14:00-18:00; Sa 09:00-12:00",,,,,,,,,,,,2023-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.11,POINT (9.366000099999999 49.579406500000005),Walldürn,,19,74731,Keimstraße,,post_office,Zustellstützpunkt Deutsche Post DHL,,,,262146855,way,https://www.openstreetmap.org/way/262146855,https://learnosm.org/de/beginner/,yes,,,,,,Deutsche Post,Q157645,,,,,"LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.12,POINT (8.6429421 49.3021344),,,,,,,post_office,Postfiliale Walldorf,,,,262437071,node,https://www.openstreetmap.org/node/262437071,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-12:30,14:00-18:00; Sa 09:00-12:30; PH off",,,,,,,,,,2025-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.13,POINT (8.6489063 49.4235955),Heidelberg,,4,69123,Wallstraße,,post_office,Postfiliale Wieblingen,,,no,267499870,node,https://www.openstreetmap.org/node/267499870,https://learnosm.org/de/beginner/,,,,,,"Mo-Sa 08:30-12:30, Mo-Fr 15:00-18:00",Deutsche Post Shop GmbH,,,,,,,,,,,2025-06-06,Postfiliale 504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.14,POINT (8.6767573 49.4056558),Heidelberg,DE,62,69115,Kurfürsten-Anlage,,post_office,"Post, Lotto & Tabak Store",newsagent,,yes,269385017,node,https://www.openstreetmap.org/node/269385017,https://learnosm.org/de/beginner/,,,,,,Mo-Fr 08:30-18:00; Sa 8:30-12:30,Deutsche Post,Q157645,Deutsche Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.15,POINT (8.6699488 49.2437061),Malsch,,2a,69254,Hauptstraße,,post_office,Stroh,,,,270915010,node,https://www.openstreetmap.org/node/270915010,https://learnosm.org/de/beginner/,,,,,,,"DHL, Deutsche Post",,,,,,,,,,,,,Postfiliale 528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.16,POINT (8.3056765 49.36565),,,,,,,post_office,Sonderposten-Markt,variety_store,,yes,276666288,node,https://www.openstreetmap.org/node/276666288,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 07:30-12:30,15:00-18:30; Sa 08:00-12:30",,,,,,,,,,,,,,,+49 1522 8457071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.17,POINT (8.6700398 49.4486667),,,,,,,post_office,Postfiliale und Restpostenshop,,,yes,283105609,node,https://www.openstreetmap.org/node/283105609,https://learnosm.org/de/beginner/,,,,,,"Mo-Tu 09:00-12:30,14:00-17:30; We 09:00-12:30; Th 09:00-12:30,14:00-18:00; Fr 09:00-12:30,14:00-17:30; Sa 09:00-12:30",Deutsche Post,,,,,,,,,,,,,,,https://shop.deutschepost.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.18,POINT (8.6602188 49.419229),,,,,,,parcel_locker,Packstation,,,,283194382,node,https://www.openstreetmap.org/node/283194382,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,de:Packstation,de:DHL,,,,,,,,101,,,cabinet,yes,yes,outdoor,https://www.packstation.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.19,POINT (8.7381509 49.5991275),Mörlenbach,DE,18,69509,Fürther Straße,,post_office,Postfiliale Post & More,,,no,294006308,node,https://www.openstreetmap.org/node/294006308,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 08:00-12:30,14:30-18:00; Sa 09:00-13:00",,,,,,,,,,,,,,,+49 6209 6915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.20,POINT (8.7610141 49.4178011),,,,,,,post_office,BioBasis,,,yes,296939998,node,https://www.openstreetmap.org/node/296939998,https://learnosm.org/de/beginner/,,,,,,"Mo,Tu,Th,Fr 09:00-13:00,15:00-18:00; We,Sa 09:00-13:00",,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.21,POINT (8.588568875 49.378283425),,,,,,,post_office,UPS,,,,297548894,way,https://www.openstreetmap.org/way/297548894,https://learnosm.org/de/beginner/,commercial,,,,,,UPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.22,POINT (8.6172368 49.7023525),,,,,,,post_office,Postamt Auerbach,,,no,297691959,node,https://www.openstreetmap.org/node/297691959,https://learnosm.org/de/beginner/,,,,,,Mo-Fr 08:00-18:00; Sa 08:00-12:00,Deutsche Post,Q157645,Deutsche Post,Q157645,en:Deutsche Post,de:Deutsche Post AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.23,POINT (8.4183676 49.4932976),,,,,,,post_office,Golden Vape,stationery,,no,300820647,node,https://www.openstreetmap.org/node/300820647,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-12:30,14:00-18:00; Sa 09:00-13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.24,POINT (8.4698548 49.4845356),,,,,,,parcel_locker,Packstation 132,,,,301006096,node,https://www.openstreetmap.org/node/301006096,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,de:Packstation,de:DHL,,,,2025-06-22,,,,132,,,,yes,yes,,https://www.packstation.de/,68161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.25,POINT (8.6308184 49.4000986),,,,,,,post_office,Deutsche Post,,,yes,303848236,node,https://www.openstreetmap.org/node/303848236,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 08:30-12:30,15:00-18:00; Sa 08:30-12:30",,,Deutsche Post,Q157645,en:Deutsche Post,,,,,2024-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.26,POINT (8.6607079 49.4758231),Schriesheim,DE,1,69198,Talstraße,,post_office,Deutsche Post Filliale,,,yes,307849583,node,https://www.openstreetmap.org/node/307849583,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 9:00-12:30, 15:00-18:00; Sa 09:00-12:30",,,,,,,,,,,,,,,,,,,,,https://www.deutschepost.de/,,Q157645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.27,POINT (9.4375213 49.6041532),Höpfingen,,,74746,Jahnstraße,,post_office,Postagentur,,,yes,320060418,way,https://www.openstreetmap.org/way/320060418,https://learnosm.org/de/beginner/,yes,,,,,"Mo-Fr 09:00-12:00, Mo,Tu,Th,Fr 14:00-17:00; Sa 09:00-11:30",Deutsche Post,Q157645,,,,,,,,,,2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.28,POINT (8.1701811 49.4616787),,,,,,,post_office,Deutsche Post,,,no,321678298,node,https://www.openstreetmap.org/node/321678298,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-12:30,14:00-18:00; Sa 09:00-12:30",Deutsche Post,Q157645,Deutsche Post,Q157645,en:Deutsche Post,de:Deutsche Post AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.29,POINT (8.66800396 49.55101620000001),Weinheim,DE,4,69469,Luisenstraße,,post_office,DHL Postfiliale 571 / Einkaufsparadies Nr. 5,,,,326534196,way,https://www.openstreetmap.org/way/326534196,https://learnosm.org/de/beginner/,yes,,,,,"Mo-Fr 09:00-12:30,14:00-18:00; PH off",DHL,,DHL,Q489815,,,,,,,,,,571,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.30,POINT (8.257313 49.3630988),Haßloch,DE,,67454,Langgasse,,post_office,Deutsche Post,,,yes,330351350,node,https://www.openstreetmap.org/node/330351350,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 08:30-12:30, 13:30-17:30; Sa 08:30-12:00",,,Deutsche Post,Q157645,en:Deutsche Post,,,,,,,,,,,,,,,,,,,started Deutsche Post service on 7. Januar 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.31,POINT (8.980908574999999 49.372338150000004),Schwarzach,DE,2,74869,Am Markt,Unterschwarzach,post_office,Postfiliale,,,yes,335545437,way,https://www.openstreetmap.org/way/335545437,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 08:30-12:30,14:00-18:00;Sa 08:30-12:30",Deutsche Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.32,POINT (8.2630567 49.5491854),,,,,,,post_office,Postpoint,,,,354894823,node,https://www.openstreetmap.org/node/354894823,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlatch 0.10f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.33,POINT (8.6698529 49.3796826),,,,,,,post_office,Drogerie Werner Inhaber Paul Godel,chemist,,yes,355897940,node,https://www.openstreetmap.org/node/355897940,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-13:00, 14:00-18:00; Sa 09:00-13:00",,,Deutsche Post,,,,,,,,,,,,+49 6221 785667,,,,,,https://www.parfuemerie-godel.de/filialen.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.34,POINT (8.5148805 49.5093786),Mannheim,,45,68309,Mannheimer Straße,,post_office,Deutsche Post Filiale 516,,,no,395306607,node,https://www.openstreetmap.org/node/395306607,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-12:30,14:00-17:30, Sa 09:00-12:30",Deutsche Post,Q157645,,,,de:Deutsche Post AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.35,POINT (8.3503 49.2950969),Harthausen,DE,12,67376,Schulstraße,,post_office,Postagentur,,,,413929936,node,https://www.openstreetmap.org/node/413929936,https://learnosm.org/de/beginner/,,,,,,Mo-Fr 15:00-17:00; Sa 10:00-12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.36,POINT (8.6817681 49.4294707),,,,,,,post_office,Deutsche Post,,,yes,443037472,node,https://www.openstreetmap.org/node/443037472,https://learnosm.org/de/beginner/,,,,,,"Mo-Sa 09:00-13:00, Mo-Fr 14:00-18:00",Deutsche Post,Q157645,Deutsche Post,,,,,,,,,2025-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.37,POINT (8.4063452 49.4621955),Ludwigshafen am Rhein,DE,16,67067,Königsbacher Straße,,post_office,Postagentur Kühner - Postfiliale 506,,,yes,572740576,node,https://www.openstreetmap.org/node/572740576,https://learnosm.org/de/beginner/,,,,,,"Mo,We-Fr 07:30-18:00; Tu,Sa 07:30-13:00",Deutsche Post,Q157645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.38,POINT (8.9755926 49.3260469),Helmstadt-Bargen,,2,74921,Hausener Straße,Helmstadt,post_office,Bäckerei Schieck,,,no,603199391,node,https://www.openstreetmap.org/node/603199391,https://learnosm.org/de/beginner/,,,,,,"Mo,Tu,Th,Fr 09:00-12:00,15:00-17:00;We,Sa 09:00-12:00;Su,PH off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.39,POINT (8.40955255 49.65639245),Lampertheim,DE,2,68623,Kirchstraße,Hofheim,post_office,Geschenkwerkstatt,,,,621271823,way,https://www.openstreetmap.org/way/621271823,https://learnosm.org/de/beginner/,yes,,,,,"Mo-Fr 9:00 - 12:00, Sa 8:30-12:30",Nadine Girmann,,,,,,,,,,,,,,+49 6241 9792250,,,,,,,,,,,"Lotto, Post, personalisierte Geschenke, Verpackungen",geschenk-werkstatt@web.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.40,POINT (8.4254111 49.3478454),Speyer,DE,1,67346,Falkenweg,,post_office,DHL,,no,yes,638383576,node,https://www.openstreetmap.org/node/638383576,https://learnosm.org/de/beginner/,,,,,,,DHL Paket GmbH,,DHL,Q489815,en:DHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.41,POINT (8.6968016 49.2942698),Wiesloch,DE,110,69168,Hauptstraße,,post_office,Deutsche Post Wiesloch,,,yes,649256345,node,https://www.openstreetmap.org/node/649256345,https://learnosm.org/de/beginner/,,,,,,,Deutsche Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.42,POINT (8.2525287 49.0515422),Wörth am Rhein,,3,76744,Marktstraße,,post_office,4You Repair,,,yes,667275541,node,https://www.openstreetmap.org/node/667275541,https://learnosm.org/de/beginner/,,,,,,Mo-Fr 09:00-18:00; Sa 09:00-13:00,Deutsche Post,Q157645,,,,,,,,,,,,,,,,,,,,,,,,,,no,post_partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.43,POINT (8.5341943 49.4866381),,,,,,,post_office,SU Post & Handel Postfiliale 511,kiosk,,no,667996610,node,https://www.openstreetmap.org/node/667996610,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-12:30,14:00-18:00, Sa 09:00-13:00",SU Post & Handel GmbH,,,,,,,,,2025-01-25,,,,,,,,,,,https://www.post-handel.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.44,POINT (8.3928567 49.3838559),Schifferstadt,,1,67105,Waldspitzweg,,post_office,Deutsche Post,,,yes,792615453,node,https://www.openstreetmap.org/node/792615453,https://learnosm.org/de/beginner/,,,,,,,Deutsche Post,Q157645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.45,POINT (8.6808532 49.355032),,,,,,,parcel_locker,DHL Packstation,,,,805291820,node,https://www.openstreetmap.org/node/805291820,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,de:Packstation,de:DHL,,,,2024-05-07,,,,108,,,,yes,yes,,,,,,,,,,,Packstation,DHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.46,POINT (8.8940806 49.2546619),Sinsheim,,76,74889,Kurpfalzstraße,,post_office,Postfiliale 623,,,,810414366,node,https://www.openstreetmap.org/node/810414366,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 08:30-12:30, 15:00-18:00; Sa 08:30-12:30",Deutsche Post,,,,,,,,,,,,,,+49 228 4333112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.47,POINT (8.2506188 49.5640453),,,,,,,post_office,Poststelle,newsagent,,no,838596301,node,https://www.openstreetmap.org/node/838596301,https://learnosm.org/de/beginner/,,,,,,,Deutsche Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.48,POINT (8.2911161 49.0340381),Wörth am Rhein,DE,64,76744,Eisenbahnstraße,,post_office,B+S Max,kiosk;books;stationery,,,846064567,node,https://www.openstreetmap.org/node/846064567,https://learnosm.org/de/beginner/,,,,,,"Mo,We,Fr,Sa 09:00-12:00, Mo-Fr 14:30-18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.49,POINT (8.565556 49.5266),,,,,,,post_office,Deutsche Post,,,,846974266,node,https://www.openstreetmap.org/node/846974266,https://learnosm.org/de/beginner/,,,,,,,Deutsche Post,Q157645,Deutsche Post,Q157645,en:Deutsche Post,de:Deutsche Post AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.50,POINT (8.4431916 49.484533),,,,,,,post_office,Hauptpostamr,,,yes,904055712,node,https://www.openstreetmap.org/node/904055712,https://learnosm.org/de/beginner/,,,,,,Mo-Fr 09:00-18:30; Sa 09:00-13:00,Deutsche Post,Q157645,,,,de:Deutsche Post AG,,,,,,,,501,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.51,POINT (8.1615255 49.3399662),Neustadt an der Weinstraße,DE,173,67433,Adolf-Kolping-Straße,,post_office,Deutsche Post,,no,yes,924255859,node,https://www.openstreetmap.org/node/924255859,https://learnosm.org/de/beginner/,,,,,,,,,Deutsche Post,Q157645,en:Deutsche Post,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.52,POINT (8.777501 49.6496145),,,,,,,post_office,PostPoint,,,,974159760,node,https://www.openstreetmap.org/node/974159760,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:30-12:00,13:00-18:00; Sa 11:00-12:00",Mersina Zeiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.53,POINT (8.7798125 49.6498306),,,,,,,post_office,Hermes Paketshop,,,,1009099844,node,https://www.openstreetmap.org/node/1009099844,https://learnosm.org/de/beginner/,,,,,,,Hermes,Q1613532,Hermes Paketshop,Q1613532,en:Hermes Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
