Geografische Koordinaten;ID;Spielgerätename;Spielgeräteart;Stadtbezirk Nr.;Stadtbezirk;Statistischer Bezirk Nr.;Statistischer Bezirk;Unterbezirk Nr.;Unterbezirk;Sozialraum Nr.;Sozialraum;Aktionsraum Nr;Aktionsraum
51.57501014, 7.3937548886;358;Drehwirbel 2;Drehteller (Conlastic Schale u. ä. );9;Mengede;950;Schwieringhausen;953;Ellinghausen;122;Mengede/Oestrich/Schwieringhausen;;
51.5747320417, 7.3942345893;359;Wasserspielanlage;Wasserspielanlagen Pumpen Rinnen;9;Mengede;950;Schwieringhausen;953;Ellinghausen;122;Mengede/Oestrich/Schwieringhausen;;
51.5199859759, 7.4492264138;362;Liegenetz 1;Niedrigseilgärten;20;Innenstadt-Nord;040;Hafen;043;Hafen-Südost;021;Hafen;021;Hafen
51.5195692491, 7.4499191264;368;Hüpfplatte 2;Sprunggeräte;20;Innenstadt-Nord;040;Hafen;043;Hafen-Südost;021;Hafen;021;Hafen
51.5199398326, 7.449597363;371;Doppelschaukel;Schaukeln / Nestschaukeln;20;Innenstadt-Nord;040;Hafen;043;Hafen-Südost;021;Hafen;021;Hafen
51.4775648722, 7.5305756849;372;Sandspiel mit 2x Sandaufzüge u. Rutsche;Rutschen;4;Aplerbeck;420;Berghofen;421;Berghofen Dorf;072;Berghofen;;
51.4774048243, 7.5306256402;373;Doppelfederwippe;Wippen;4;Aplerbeck;420;Berghofen;421;Berghofen Dorf;072;Berghofen;;
51.5273768739, 7.4693115232;375;Sandbaustelle;Sandspielgeräte;20;Innenstadt-Nord;050;Nordmarkt;054;Nordmarkt-Ost;022;Nordmarkt;022;Nordmarkt
51.4992172831, 7.420175095;378;Spielhäuser;Spielhäuser;10;Innenstadt-West;030;Dorstfeld;032;Dorstfeld;014;Dorstfeld;014;Dorstfeld
51.4989650283, 7.4202728234;380;Klettergerät mit Rutsche;Klettergeräte;10;Innenstadt-West;030;Dorstfeld;032;Dorstfeld;014;Dorstfeld;014;Dorstfeld
51.5507899122, 7.5428487806;396;2er-Reck;Reckstangen;2;Scharnhorst;270;Scharnhorst-Ost;270;Scharnhorst-Ost;054;Scharnhorst-Ost;054;Scharnhorst-Ost
51.5324236837, 7.4084272612;401;Nestschaukel;Schaukeln / Nestschaukeln;8;Huckarde;820;Huckarde;821;Mailoh;111;Deusen/Huckarde;;
51.5320165869, 7.4073738964;403;Spielhaus;Spielhäuser;8;Huckarde;820;Huckarde;821;Mailoh;111;Deusen/Huckarde;;
51.52218091, 7.4613031348;405;Wasserbecken;Sandspielgeräte;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5222179653, 7.4614573229;406;Spielhaus mit Treppe;Spielhäuser;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5221931197, 7.4613051031;407;Pumpe;Wasserspielanlagen Pumpen Rinnen;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5226840639, 7.461138349;411;Picknicktisch;Sandspielgeräte;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5103267656, 7.4960297678;418;Spielhaus mit Rutsche U3;Klettergeräte;30;Innenstadt-Ost;070;Kaiserbrunnen;072;Funkenburg;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.4958557107, 7.5388188092;435;Rutschenturm mit  Rampe u. Netz;Klettergeräte;4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;
51.4958229666, 7.5387253467;436;Wasserbaustelle;Wasserspielanlagen Pumpen Rinnen;4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;
51.5132587426, 7.502763246;438;Matschtisch 1;Sandspielgeräte;30;Innenstadt-Ost;070;Kaiserbrunnen;073;Körne;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5131228423, 7.5026881618;440;Kaufladen mit U3-Zaun;Spielhäuser;30;Innenstadt-Ost;070;Kaiserbrunnen;073;Körne;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5199279841, 7.3148825536;470;Doppelschaukel;Schaukeln / Nestschaukeln;7;Lütgendortmund;710;Bövinghausen;710;Bövinghausen;103;Bövinghausen/Westrich;103;Bövinghausen/Westrich
51.5736565028, 7.5174372237;471;Nestschaukel;Schaukeln / Nestschaukeln;2;Scharnhorst;210;Derne;212;Derne;051;Derne/Hostedde/Kirchderne/Grevel;;
51.5737570972, 7.5180524535;476;Spielhaus;Spielhäuser;2;Scharnhorst;210;Derne;212;Derne;051;Derne/Hostedde/Kirchderne/Grevel;;
51.47248974, 7.5972797174;478;Doppelschaukel;Schaukeln / Nestschaukeln;4;Aplerbeck;450;Sölderholz;452;Lichtendorf;074;Sölde/Sölderholz;;
51.4724446914, 7.5974419719;480;"Federwippe ""Frog""";Wippen;4;Aplerbeck;450;Sölderholz;452;Lichtendorf;074;Sölde/Sölderholz;;
51.4723574, 7.5975668621;481;Wasserbaustelle;Wasserspielanlagen Pumpen Rinnen;4;Aplerbeck;450;Sölderholz;452;Lichtendorf;074;Sölde/Sölderholz;;
51.4723345701, 7.5980347033;486;Spielhaus 2;Spielhäuser;4;Aplerbeck;450;Sölderholz;452;Lichtendorf;074;Sölde/Sölderholz;;
51.50095699, 7.5584742887;489;3er-Reck;Reckstangen;4;Aplerbeck;410;Aplerbeck;412;Marsbruchstraße;071;Aplerbeck;;
51.5011301397, 7.5589571364;492;Nestschaukel U3;Schaukeln / Nestschaukeln;4;Aplerbeck;410;Aplerbeck;412;Marsbruchstraße;071;Aplerbeck;;
51.498585756, 7.3604054052;1;Tischtennisplatte;Tischtennisplatten;7;Lütgendortmund;730;Lütgendortmund;734;Lütgendortmund-Ost;101;Lütgendortmund;;
51.5393952203, 7.514953098;5;"Federwippe ""Schildkröte"" 1";Wippen;2;Scharnhorst;260;Alt-Scharnhorst;262;Alt-Scharnhorst;053;Alt-Scharnhorst;;Wambeler Heide
51.5393747277, 7.5147799352;6;Doppelschaukel;Schaukeln / Nestschaukeln;2;Scharnhorst;260;Alt-Scharnhorst;262;Alt-Scharnhorst;053;Alt-Scharnhorst;;Wambeler Heide
51.5392725179, 7.5147373147;7;"Drehspiel ""Wirbel""";Karussels;2;Scharnhorst;260;Alt-Scharnhorst;262;Alt-Scharnhorst;053;Alt-Scharnhorst;;Wambeler Heide
51.4986807921, 7.3605471699;10;Drehscheibe;Drehteller (Conlastic Schale u. ä. );7;Lütgendortmund;730;Lütgendortmund;734;Lütgendortmund-Ost;101;Lütgendortmund;;
51.4984686145, 7.3610828535;11;Doppelschaukel;Schaukeln / Nestschaukeln;7;Lütgendortmund;730;Lütgendortmund;734;Lütgendortmund-Ost;101;Lütgendortmund;;
51.5176540782, 7.3519069059;14;Rutsche mit Holzpodest;Rutschen;7;Lütgendortmund;760;Westrich;760;Westrich;103;Bövinghausen/Westrich;103;Bövinghausen/Westrich
51.5177248087, 7.3519664689;17;Sandwerk;Sandspielgeräte;7;Lütgendortmund;760;Westrich;760;Westrich;103;Bövinghausen/Westrich;103;Bövinghausen/Westrich
51.5123640555, 7.324207227;20;Wipptier 1;Wippen;7;Lütgendortmund;730;Lütgendortmund;732;Deipenbeck;101;Lütgendortmund;;
51.4930099921, 7.4881738355;26;Tarzanschwinger;Schaukeln / Nestschaukeln;30;Innenstadt-Ost;090;Ruhrallee;092;Ruhrallee Ost;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.4836664405, 7.364622273;27;TT-Platte 2;Tischtennisplatten;7;Lütgendortmund;720;Kley;720;Kley;104;Kley/Oespel;;
51.525278336, 7.5354631581;33;Vierer-Wippe;Wippen;3;Brackel;320;Brackel;323;Reichshof;062;Brackel;;
51.5201836007, 7.5379887595;35;Tischtennisplatte;Tischtennisplatten;3;Brackel;320;Brackel;326;Knappschaftskrankenhaus;062;Brackel;;
51.5630336843, 7.3746191266;43;Spielhaus Typ I;Spielhäuser;9;Mengede;940;Oestrich;940;Oestrich;122;Mengede/Oestrich/Schwieringhausen;;
51.4582627795, 7.4017959426;47;Bolzplatz;Ballsportanlagen;6;Hombruch;660;Persebeck-Kruckel-Schnee;661;Persebeck;092;Menglinghausen;;
51.5047383625, 7.3714724256;51;Bolzplatztor 2;Bolzplatztore;7;Lütgendortmund;740;Marten;741;Germania;102;Marten;102;Marten
51.5048869541, 7.3713501575;52;Betonpalisadenkreis;Balanciergeräte;7;Lütgendortmund;740;Marten;741;Germania;102;Marten;102;Marten
51.5000262613, 7.402355354;55;Doppelschaukel;Schaukeln / Nestschaukeln;10;Innenstadt-West;030;Dorstfeld;033;Oberdorstfeld;014;Dorstfeld;014;Dorstfeld
51.4982545076, 7.4013821857;58;Doppelschaukel;Schaukeln / Nestschaukeln;10;Innenstadt-West;030;Dorstfeld;033;Oberdorstfeld;014;Dorstfeld;014;Dorstfeld
51.4981983401, 7.4013497148;59;Spielhäuschen;Spielhäuser;10;Innenstadt-West;030;Dorstfeld;033;Oberdorstfeld;014;Dorstfeld;014;Dorstfeld
51.5494862012, 7.4245032905;61;Streetballkorb;Ballsportanlagen;8;Huckarde;810;Deusen;810;Deusen;111;Deusen/Huckarde;;
51.5199989095, 7.3580774788;73;Muldenanbaurutsche;Rutschen;7;Lütgendortmund;760;Westrich;760;Westrich;103;Bövinghausen/Westrich;103;Bövinghausen/Westrich
51.5199265399, 7.3579815492;74;Einfachschaukel;Schaukeln / Nestschaukeln;7;Lütgendortmund;760;Westrich;760;Westrich;103;Bövinghausen/Westrich;103;Bövinghausen/Westrich
51.5198326394, 7.3579795821;75;Mikado-Baustelle;Sandspielgeräte;7;Lütgendortmund;760;Westrich;760;Westrich;103;Bövinghausen/Westrich;103;Bövinghausen/Westrich
51.5029601743, 7.328592508;81;Backtisch;Motorikspiele;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.5220938729, 7.4559603134;84;Drehkreisel;Drehteller (Conlastic Schale u. ä. );20;Innenstadt-Nord;040;Hafen;043;Hafen-Südost;021;Hafen;021;Hafen
51.4987321742, 7.4056879609;85;"Drehkarussel ""Die Laube""";Karussels;10;Innenstadt-West;030;Dorstfeld;033;Oberdorstfeld;014;Dorstfeld;014;Dorstfeld
51.5676011603, 7.3948216171;89;Wipptier;Wippen;9;Mengede;920;Mengede;923;Mengede-Mitte;122;Mengede/Oestrich/Schwieringhausen;;
51.5674885051, 7.3948477167;90;Doppelschaukel;Schaukeln / Nestschaukeln;9;Mengede;920;Mengede;923;Mengede-Mitte;122;Mengede/Oestrich/Schwieringhausen;;
51.4880229197, 7.3603654393;97;Sandbaustelle;Sandspielgeräte;7;Lütgendortmund;720;Kley;720;Kley;104;Kley/Oespel;;
51.5089876302, 7.5268182633;100;Hangrutsche;Rutschen;3;Brackel;330;Wambel;333;Pferderennbahn;063;Wambel;;
51.4836384713, 7.380839057;101;Doppel Federwippe;Wippen;7;Lütgendortmund;750;Oespel;750;Oespel;104;Kley/Oespel;;
51.4835479489, 7.3808869435;102;Sandbagger;Sandspielgeräte;7;Lütgendortmund;750;Oespel;750;Oespel;104;Kley/Oespel;;
51.5736454276, 7.4688896202;103;Bolzplatz;Ballsportanlagen;1;Eving;110;Brechten;112;Brechten-Süd;041;Brechten/Holthausen;;
51.5745062809, 7.5175158554;104;Reifenschwinger;Schaukeln / Nestschaukeln;2;Scharnhorst;210;Derne;212;Derne;051;Derne/Hostedde/Kirchderne/Grevel;;
51.5005967244, 7.3330799631;109;Rutsche;Rutschen;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.5005662689, 7.3333110512;111;Wasserspielanlage;Wasserspielanlagen Pumpen Rinnen;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.5289056969, 7.5875761683;113;Kreisel;Drehteller (Conlastic Schale u. ä. );3;Brackel;310;Asseln;312;Asseln Dorf;061;Asseln;;
51.5441175486, 7.4799966968;114;Betonpalisaden;Balanciergeräte;1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.4835988938, 7.3807771072;116;Einfachschaukel;Schaukeln / Nestschaukeln;7;Lütgendortmund;750;Oespel;750;Oespel;104;Kley/Oespel;;
51.5206596321, 7.5471315052;117;Hangrutsche;Rutschen;3;Brackel;320;Brackel;326;Knappschaftskrankenhaus;062;Brackel;;
51.4924611208, 7.5343452529;121;Sandtisch 1;Sandspielgeräte;4;Aplerbeck;430;Schüren;432;Schüren-Alt;073;Schüren;;
51.4933950175, 7.5810718399;126;Stelzenhaus mit Sandaufzug;Spielhäuser;4;Aplerbeck;440;Sölde;441;Sölde-Nord;074;Sölde/Sölderholz;;
51.5572633872, 7.3603273932;129;"Sandspielgerät ""Varioset""";Sandspielgeräte;9;Mengede;910;Bodelschwingh;910;Bodelschwingh;121;Bodelschwingh/Westerfilde;121;Bodelschwingh/Westerfilde
51.4993580713, 7.3681811465;136;Doppelwippe;Wippen;7;Lütgendortmund;730;Lütgendortmund;734;Lütgendortmund-Ost;101;Lütgendortmund;;
51.5775905727, 7.5633265949;138;Jugendbude;Spielhäuser;2;Scharnhorst;250;Lanstrop;251;Lanstrop-Neu;052;Husen/Kurl/Lanstrop;;
51.5789067256, 7.5627090561;139;"Federwippe ""Schaukelhahn""";Wippen;2;Scharnhorst;250;Lanstrop;251;Lanstrop-Neu;052;Husen/Kurl/Lanstrop;;
51.5786856693, 7.5628681747;140;Slackline;Balanciergeräte;2;Scharnhorst;250;Lanstrop;251;Lanstrop-Neu;052;Husen/Kurl/Lanstrop;;
51.5193345369, 7.3163014339;145;Streetballkorb;Ballsportanlagen;7;Lütgendortmund;710;Bövinghausen;710;Bövinghausen;103;Bövinghausen/Westrich;103;Bövinghausen/Westrich
51.5167239112, 7.4904455108;161;Spielhaus;Spielhäuser;30;Innenstadt-Ost;070;Kaiserbrunnen;072;Funkenburg;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5167589422, 7.4911190692;163;Doppelwippe;Wippen;30;Innenstadt-Ost;070;Kaiserbrunnen;072;Funkenburg;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5017643961, 7.4480304271;164;Zweifachschaukel;Schaukeln / Nestschaukeln;10;Innenstadt-West;010;Westfalenhalle;012;Südwestfriedhof;012;Westfalenhalle;;
51.5018324685, 7.4484394263;167;Holzspielhaus;Spielhäuser;10;Innenstadt-West;010;Westfalenhalle;012;Südwestfriedhof;012;Westfalenhalle;;
51.5017302304, 7.4478162168;169;Jugendbude;Spielhäuser;10;Innenstadt-West;010;Westfalenhalle;012;Südwestfriedhof;012;Westfalenhalle;;
51.5131622346, 7.4976612851;174;Backtisch rot;Motorikspiele;30;Innenstadt-Ost;070;Kaiserbrunnen;072;Funkenburg;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5133986525, 7.4976815435;178;Jugendsitz/ Balancieranlage mit Netz, Seile u. Wackelmatte;Balanciergeräte;30;Innenstadt-Ost;070;Kaiserbrunnen;072;Funkenburg;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5232895723, 7.4188793692;190;Basketballkorb;Ballsportanlagen;8;Huckarde;820;Huckarde;825;Insterburgsiedlung;111;Deusen/Huckarde;;
51.4848025598, 7.3759653105;196;Rutschenpodest;Rutschen;7;Lütgendortmund;750;Oespel;750;Oespel;104;Kley/Oespel;;
51.5587025046, 7.5955522746;204;"Drehspiel ""Wirbel"" groß";Drehteller (Conlastic Schale u. ä. );2;Scharnhorst;240;Kurl-Husen;244;Husen-Süd;052;Husen/Kurl/Lanstrop;;
51.5596818925, 7.5835689962;206;Tischtennisplatte;Tischtennisplatten;2;Scharnhorst;240;Kurl-Husen;241;Kurl-Nord;052;Husen/Kurl/Lanstrop;;
51.5223675941, 7.4449866672;213;Matschtisch;Motorikspiele;20;Innenstadt-Nord;040;Hafen;042;Hafen-Süd;021;Hafen;021;Hafen
51.5223180207, 7.4450547131;216;Wippe Schildkröte 2;Wippen;20;Innenstadt-Nord;040;Hafen;042;Hafen-Süd;021;Hafen;021;Hafen
51.5107445755, 7.3850680653;223;Balancierstämme;Balanciergeräte;7;Lütgendortmund;740;Marten;742;Marten;102;Marten;102;Marten
51.5284285409, 7.3968898221;224;Einfachschaukel;Schaukeln / Nestschaukeln;8;Huckarde;820;Huckarde;822;Erpinghofsiedlung;111;Deusen/Huckarde;;
51.5600478389, 7.5070809401;226;"Federwippe ""Schnecke""";Wippen;2;Scharnhorst;230;Kirchderne;231;Franz-Zimmer-Siedlung;051;Derne/Hostedde/Kirchderne/Grevel;;
51.5148241327, 7.4914991429;227;Brücke;Klettergeräte;30;Innenstadt-Ost;070;Kaiserbrunnen;072;Funkenburg;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5147555295, 7.4912705883;229;"Drehspiel ""Wirbel"" 2";Drehteller (Conlastic Schale u. ä. );30;Innenstadt-Ost;070;Kaiserbrunnen;072;Funkenburg;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.48862106, 7.3783139265;234;kl. Quarter 2;Skateelemente;7;Lütgendortmund;750;Oespel;750;Oespel;104;Kley/Oespel;;
51.4885591562, 7.3782974754;235;Rail;Skateelemente;7;Lütgendortmund;750;Oespel;750;Oespel;104;Kley/Oespel;;
51.4884941735, 7.378318429;237;gr. Quarter;Skateelemente;7;Lütgendortmund;750;Oespel;750;Oespel;104;Kley/Oespel;;
51.4998901192, 7.3295275654;239;3 er Kontaktreifenschwinger;Reifenschwinger;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.4995651443, 7.3296716335;241;Sitzgruppe;Sitzgelegenheiten;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.4995519797, 7.4157258625;243;Federwippe;Wippen;10;Innenstadt-West;030;Dorstfeld;033;Oberdorstfeld;014;Dorstfeld;014;Dorstfeld
51.5039405564, 7.4106790244;252;Doppelfederwippe;Wippen;10;Innenstadt-West;030;Dorstfeld;033;Oberdorstfeld;014;Dorstfeld;014;Dorstfeld
51.5038320306, 7.4105181342;253;TT-Platte;Tischtennisplatten;10;Innenstadt-West;030;Dorstfeld;033;Oberdorstfeld;014;Dorstfeld;014;Dorstfeld
51.5157954206, 7.475349419;254;Seilspielgerät mit Balanciergeräte;Seilspielgeräte (z.B. BSF);30;Innenstadt-Ost;070;Kaiserbrunnen;071;Kaiserbrunnen;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5157641339, 7.4755508493;255;Tischtennisplatte;Tischtennisplatten;30;Innenstadt-Ost;070;Kaiserbrunnen;071;Kaiserbrunnen;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5158574793, 7.4753416853;256;Wasserspielanlage Rinnen;Wasserspielanlagen Pumpen Rinnen;30;Innenstadt-Ost;070;Kaiserbrunnen;071;Kaiserbrunnen;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5158885458, 7.4752863061;259;Rundpodest mit Wasserpumpe;Wasserspielanlagen Pumpen Rinnen;30;Innenstadt-Ost;070;Kaiserbrunnen;071;Kaiserbrunnen;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5206883011, 7.4642214367;270;hohe Palisaden;Balanciergeräte;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5230314856, 7.4624034127;272;Streetball;Ballsportanlagen;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5203306452, 7.5593748288;274;Tischtennisplatte;Tischtennisplatten;3;Brackel;320;Brackel;327;Hauptfriedhof;062;Brackel;;
51.5472753478, 7.3794657521;282;Kletterbogen;Klettergeräte;9;Mengede;960;Westerfilde;960;Westerfilde;121;Bodelschwingh/Westerfilde;121;Bodelschwingh/Westerfilde
51.5168888457, 7.4260520175;290;Sandspielhaus mit Brücke;Sandspielgeräte;10;Innenstadt-West;030;Dorstfeld;031;Hallerey;014;Dorstfeld;014;Dorstfeld
51.5501015102, 7.538214238;292;Skate 4 Quater Pipe;Skateelemente;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;
51.5082300091, 7.4495075638;297;Spielhaus mit Podest;Spielhäuser;10;Innenstadt-West;020;Dorstfelder Brücke;021;Westpark;013;Dorstfelder Brücke;013;Dorstfelder Brücke
51.5717580865, 7.3802913466;305;Rutschen;Rutschen;9;Mengede;920;Mengede;923;Mengede-Mitte;122;Mengede/Oestrich/Schwieringhausen;;
51.5717164256, 7.5222473405;310;Bolzplatztor 2;Bolzplatztore;2;Scharnhorst;210;Derne;212;Derne;051;Derne/Hostedde/Kirchderne/Grevel;;
51.5490411688, 7.5235096338;316;Ballsportanlage;Ballsportanlagen;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;
51.5474631652, 7.3681021353;317;TT Platte;Tischtennisplatten;9;Mengede;910;Bodelschwingh;910;Bodelschwingh;121;Bodelschwingh/Westerfilde;121;Bodelschwingh/Westerfilde
51.5473956581, 7.3679703563;319;Streetballständer 2;Ballsportanlagen;9;Mengede;910;Bodelschwingh;910;Bodelschwingh;121;Bodelschwingh/Westerfilde;121;Bodelschwingh/Westerfilde
51.5736067458, 7.3814345946;320;3er-Federwippe;Wippen;9;Mengede;920;Mengede;923;Mengede-Mitte;122;Mengede/Oestrich/Schwieringhausen;;
51.5316505679, 7.4541607771;321;Balanciergerät;Balanciergeräte;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.5316383167, 7.4539234767;326;Stahl Doppelschaukel;Schaukeln / Nestschaukeln;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.5239343687, 7.4681071398;329;Doppelwippe;Wippen;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5238123523, 7.4681829392;331;Wipptier;Wippen;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5261342958, 7.4497239654;334;TT-Platte 2;Tischtennisplatten;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.4694620502, 7.5007241075;336;Seilkletterlandschaft;Klettergeräte;5;Hörde;560;Wellinghofen;561;Wellinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.5525094137, 7.5301261152;343;Basketballkorb;Ballsportanlagen;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;
51.5524934633, 7.5307764191;345;Tor 2;Bolzplatztore;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;
51.5751312986, 7.394117959;352;Schaukeln / Nestschaukeln;Schaukeln / Nestschaukeln;9;Mengede;950;Schwieringhausen;953;Ellinghausen;122;Mengede/Oestrich/Schwieringhausen;;
51.5192224581, 7.449944344;360;Bolzplatztor 1;Bolzplatztore;20;Innenstadt-Nord;040;Hafen;043;Hafen-Südost;021;Hafen;021;Hafen
51.519588317, 7.4499272455;364;Hüpfplatte 1;Sprunggeräte;20;Innenstadt-Nord;040;Hafen;043;Hafen-Südost;021;Hafen;021;Hafen
51.5191758624, 7.4495087551;365;Bolzplatztor 2;Bolzplatztore;20;Innenstadt-Nord;040;Hafen;043;Hafen-Südost;021;Hafen;021;Hafen
51.5192939053, 7.449722163;367;Streetballkorb;Ballsportanlagen;20;Innenstadt-Nord;040;Hafen;043;Hafen-Südost;021;Hafen;021;Hafen
51.4775647441, 7.5301333555;374;Beachvolleyballanlage;Ballsportanlagen;4;Aplerbeck;420;Berghofen;421;Berghofen Dorf;072;Berghofen;;
51.5272915946, 7.4693444746;376;Wasserbaustelle 1;Wasserspielanlagen Pumpen Rinnen;20;Innenstadt-Nord;050;Nordmarkt;054;Nordmarkt-Ost;022;Nordmarkt;022;Nordmarkt
51.4991339424, 7.4200629602;379;Wasserbaustelle;Wasserspielanlagen Pumpen Rinnen;10;Innenstadt-West;030;Dorstfeld;032;Dorstfeld;014;Dorstfeld;014;Dorstfeld
51.5510038363, 7.5434911123;387;U3-Spielturm mit Rutsche;Klettergeräte;2;Scharnhorst;270;Scharnhorst-Ost;270;Scharnhorst-Ost;054;Scharnhorst-Ost;054;Scharnhorst-Ost
51.5506631454, 7.5430052054;393;Doppelschaukel;Schaukeln / Nestschaukeln;2;Scharnhorst;270;Scharnhorst-Ost;270;Scharnhorst-Ost;054;Scharnhorst-Ost;054;Scharnhorst-Ost
51.5507074214, 7.542750904;395;Spielschiff mit Rutsche;Klettergeräte;2;Scharnhorst;270;Scharnhorst-Ost;270;Scharnhorst-Ost;054;Scharnhorst-Ost;054;Scharnhorst-Ost
51.5322663319, 7.4079605554;397;Spielschiff;Klettergeräte;8;Huckarde;820;Huckarde;821;Mailoh;111;Deusen/Huckarde;;
51.532134597, 7.4080455074;398;Nestschaukel U3;Schaukeln / Nestschaukeln;8;Huckarde;820;Huckarde;821;Mailoh;111;Deusen/Huckarde;;
51.5322126845, 7.4081145918;399;Wasserbaustelle;Wasserspielanlagen Pumpen Rinnen;8;Huckarde;820;Huckarde;821;Mailoh;111;Deusen/Huckarde;;
51.5320726342, 7.4073448877;404;Spielhaus;Spielhäuser;8;Huckarde;820;Huckarde;821;Mailoh;111;Deusen/Huckarde;;
51.5222438626, 7.4611723653;408;Hangrutsche;Rutschen;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5221565695, 7.4610488577;409;Pfahlhaus;Spieltürme;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5227413752, 7.4612436927;410;Kletterturm mit Rutsche;Klettergeräte;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5226210431, 7.4608869533;414;Nestschaukel;Schaukeln / Nestschaukeln;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5511943706, 7.543217618;416;Sitzkreis Betonteile mit Holzauflage;Sitzgelegenheiten;2;Scharnhorst;270;Scharnhorst-Ost;270;Scharnhorst-Ost;054;Scharnhorst-Ost;054;Scharnhorst-Ost
51.5102931165, 7.4958948915;421;Sitzquaderarena Feuerstelle;Sitzgelegenheiten;30;Innenstadt-Ost;070;Kaiserbrunnen;072;Funkenburg;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5102420094, 7.4962448479;425;Klettergerät mit 2x Rutsche, Netz u. Wackelbrücke;Klettergeräte;30;Innenstadt-Ost;070;Kaiserbrunnen;072;Funkenburg;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.4953954432, 7.5386800967;428;Spielhaus U3 mit Rutsche u. Rampe 1;Klettergeräte;4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;
