FID,geom,name,shop,osm_id,osm_type,editlink,tutoriallink,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,building,opening_hours,amenity,check_date,cuisine,heritage,historic,image,operator,phone,website,wheelchair,addr:suburb,source,internet_access,building:levels,fax,roof:shape,contact:email,contact:fax,contact:phone,contact:website,description,disused:opening_hours,diet:halal,diet:kosher,level,currency:eur,payment:credit_cards,payment:debit_cards,second_hand,stroller,surveillance,email,source:addr,source:geometry,building:colour,delivery:covid19,roof:colour,roof:levels,roof:material,takeaway:covid19,source:address,check_date:opening_hours,opening_hours:signed,toilets:wheelchair,building:part,indoor,wikidata,wheelchair:description,opening_hours:kitchen,old_name,old_website,wikimedia_commons,opening_hours:url,organic,lastcheck,last_check,contact:facebook,roof:height,payment:cash,butcher,information,tourism,source:date,ref:vatin,closed,note,mobile,website:orders,payment:cards
OSM_MRN_shop_butcher_4326_Point.121,POINT (8.6846104 49.4038144),Unruh,butcher,1779953546,node,https://www.openstreetmap.org/node/1779953546,https://learnosm.org/de/beginner/,,,,,,,"Mo,Tu,Th,Fr 08:00-18:00; We,Sa 08:00-13:00",,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.122,POINT (8.5814402 49.4446666),Metzgerei Balles,butcher,1843728279,node,https://www.openstreetmap.org/node/1843728279,https://learnosm.org/de/beginner/,,,,,,,"Mo-Fr 07:15-13:00,15:00-18:00; We 07:15-13:00; Sa 07:15-12:00",,,,,,,,+49 621 471870,https://www.metzgerei-balles.de/,limited,,,,,,,,,,,,,,,,,,,,,,info@metzgerei-balles.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.123,POINT (8.1836661 49.4386534),Metzgerei Hambel,butcher,1929392487,node,https://www.openstreetmap.org/node/1929392487,https://learnosm.org/de/beginner/,Wachenheim an der Weinstraße,DE,1,67157,Hintergasse,,"Mo-Fr 08:00-18:30; We,Sa 08:00-13:00",,,,,,,,,,no,,,,,,,,,,www.metzgerei-hambel.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.124,POINT (8.3509502 49.5886911),Reichling,butcher,1960115505,node,https://www.openstreetmap.org/node/1960115505,https://learnosm.org/de/beginner/,,,29,67240,Grünstadter Straße,,"Mo-Fr 07:30-13:00,15:00-18:00; Sa 07:30-13:00",,2024-08-10,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.125,POINT (8.7049196 49.5615687),Hofladen Scheuermann,butcher,2018174146,node,https://www.openstreetmap.org/node/2018174146,https://learnosm.org/de/beginner/,Birkenau,DE,5,69488,Brückenstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.126,POINT (8.4671789 49.4902077),et dünyasi,butcher,2047647568,node,https://www.openstreetmap.org/node/2047647568,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.127,POINT (8.1179307 49.0659356),Metzgerei Jetter,butcher,2094872968,node,https://www.openstreetmap.org/node/2094872968,https://learnosm.org/de/beginner/,Freckenfeld,,,76872,Hauptstraße,,,,,,,,,,+49 6340 919083,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedient an der Tür,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.128,POINT (8.0310253 49.4952312),Noll,butcher,2105817089,node,https://www.openstreetmap.org/node/2105817089,https://learnosm.org/de/beginner/,,,,,,,"""Nur noch tageweise offen. Aktuelle Öffnungstage werden ausgehängt.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.129,POINT (8.6328743 49.2621382),Back,butcher,2131899341,node,https://www.openstreetmap.org/node/2131899341,https://learnosm.org/de/beginner/,St. Leon-Rot,DE,6,68789,Erlengrund,,,,2023-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.130,POINT (8.4788272 49.4841875),Hauk Metzgerei Feinkost,butcher,2147483647,node,https://www.openstreetmap.org/node/2189793324,https://learnosm.org/de/beginner/,Mannheim,,5,68165,Elisabethstraße,,Tu-Fr 07:30-18:30; Sa 07:30-13:30,fast_food,,,,,https://commons.wikimedia.org/wiki/File:Hauk_Metzgerei_Feinkost_Mannheim-Oststadt.jpg,,+49 621 20615,http://www.metzgereihauk.de/,yes,,,,,+49 621 413770,,,,,,,,,,,,,,,,,mail@metzgereihauk.de,,,,,,,,,,,,,,,,Stufe am Eingang 8cm hoch,Tu-Fr 12:00-13:00,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.131,POINT (8.2876004 49.1557078),Metzgerei Gehrlein,butcher,2147483647,node,https://www.openstreetmap.org/node/2200895755,https://learnosm.org/de/beginner/,,,,,,,"Mo-Th 07:30-12:45, Mo,Tu,Th,Fr 14:30-18:00, Fr 07:30-13:00, Sa 07:00-12:30",,2023-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.132,POINT (8.294188 49.1571918),Metzgerei & Partyservice Martin,butcher,2147483647,node,https://www.openstreetmap.org/node/2200906073,https://learnosm.org/de/beginner/,,,,,,,"Mo-Sa 08:30-12:00, Mo,Th,Fr 14:00-18:00; Su,PH off",,2023-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.133,POINT (8.483749 49.4971607),Metzgerei Fehrenbacher,butcher,2147483647,node,https://www.openstreetmap.org/node/2201373776,https://learnosm.org/de/beginner/,,,,,,,Mo-Th 08:00-13:00; Fr 08:00-18:00; Sa 08:00-13:00,,2025-06-13,,,,,,+49 621 332952,https://www.metzgerei-fehrenbacher.de/,no,,,,,+49 621 24448,,,,,,,,,,,,,,,,,info@metzgerei-fehrenbacher.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.134,POINT (8.2855499 49.1560708),Metzgerei Seither,butcher,2147483647,node,https://www.openstreetmap.org/node/2202292305,https://learnosm.org/de/beginner/,,,,,,,"Mo,We-Fr 07:30-12:30,14:30-18:00; Tu 07:30-12:30; Sa 07:00-12:30",,2023-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.135,POINT (8.4819734 49.4785342),Dolls Metzgerei,butcher,2147483647,node,https://www.openstreetmap.org/node/2202975592,https://learnosm.org/de/beginner/,,,,,,,Mo-Fr 08:00-18:00; Sa 08:00-13:00; PH off,,,,,,,,+49 621 438030,https://dolls-metzgerei.de/filialen/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metzgerei Bäurle,http://www.metzgerei-baeurle-mannheim.de/,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.136,POINT (8.5657523 49.464391),Metzgerei Friedel,butcher,2147483647,node,https://www.openstreetmap.org/node/2203731050,https://learnosm.org/de/beginner/,,,,,,,"Mo-Fr 07:30-12:45,15:00-18:00; Sa 07:00-12:30",,2024-11-04,,,,,,,,no,,,,,+49 6224 53300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:Metzgerei Balles Mannheim-Seckenheim.jpg,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.137,POINT (8.4446536 49.5453883),Metzgerei Partyservice Schlenker,butcher,2147483647,node,https://www.openstreetmap.org/node/2211349460,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,https://www.partyservice-schlenker.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.138,POINT (8.533862 49.3979829),Metzgerei Jürgen Gieße,butcher,2147483647,node,https://www.openstreetmap.org/node/2214403762,https://learnosm.org/de/beginner/,Brühl,DE,11,68782,Hildastraße,,"Mo 07:30-13:00,15:00-18:00; Tu 07:30-13:00,15:00-18:00; We 07:30-13:00; Th 07:30-13:00,15:00-18:00; Fr 07:30-13:00,15:00-18:00; Sa 07:30-12:30",,,,,,,Jürgen Gieße,,,no,,,,,,,metzgereigiesse@aol.com,,+49 6202 78435,http://www.metzgerei-giesse.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.metzgerei-giesse.de/oeffnungszeiten.html,yes,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.139,POINT (8.6011426 49.4657204),Metzgerei Stachura,butcher,2147483647,node,https://www.openstreetmap.org/node/2249019073,https://learnosm.org/de/beginner/,,,,,,,"Mo-Fr 07:00-13:00, Mo,Tu,Th,Fr 15:00-18:30; Sa off, Su 06:45-13:00",,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.140,POINT (8.1986845 49.3236841),Metzgerei Rainer Hiegle,butcher,2147483647,node,https://www.openstreetmap.org/node/2249743700,https://learnosm.org/de/beginner/,Neustadt an der Weinstraße,DE,61,67435,Goethestraße,,"Mo-Fr 07:30-12:30,14:30-18:00; We,Sa 07:30-12:30",,,,,,,Rainer Hiegle,+49 6327 2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.141,POINT (8.5352116 49.486546),Metzgerei Fehrenbacher,butcher,2147483647,node,https://www.openstreetmap.org/node/2324679044,https://learnosm.org/de/beginner/,,,,,,,Mo-Fr 7:30-18:00; Sa 7:30-13:00,,,,,,,,+49 621 794432,https://www.metzgerei-fehrenbacher.de/Geschaeftsadresse_Feudenheim.html,no,,,,,+49 621 7900042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.142,POINT (8.310034 49.6397838),Metzgerei Hirsch,butcher,2147483647,node,https://www.openstreetmap.org/node/2325642268,https://learnosm.org/de/beginner/,Worms,DE,30,67549,Laurentiusstraße,,,,,,,,,,,,,Leiselheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.143,POINT (8.4898489 49.4578839),Metzgerei Rüdiger Benz,butcher,2147483647,node,https://www.openstreetmap.org/node/2331514724,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.144,POINT (8.9112385 49.3371966),Müller,butcher,2147483647,node,https://www.openstreetmap.org/node/2336049967,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,https://www.mueller-fleischundwurstwaren.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.145,POINT (8.7814879 49.3582316),Metzgerei Müller,butcher,2147483647,node,https://www.openstreetmap.org/node/2338237408,https://learnosm.org/de/beginner/,,,,,,,"Mo,Tu,Th,Fr 7:00-13:00,15:00-18:00;We 7:00-13:00; Sa 7:00-12:30",,,,,,,,,http://www.muellermetzgerei.de,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.146,POINT (8.5252887 49.4357702),BAB-ET,butcher,2147483647,node,https://www.openstreetmap.org/node/2377668650,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.147,POINT (9.481944 49.6098652),Landmetzgerei Schmall,butcher,2147483647,node,https://www.openstreetmap.org/node/2380721975,https://learnosm.org/de/beginner/,,,,,,,"Mo-Fr 07:00-18:00, Sa 07:00-16:00",,,,,,,,,http://metzgerei-schmall.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.148,POINT (8.5711601 49.3879933),Back,butcher,2147483647,node,https://www.openstreetmap.org/node/2383430388,https://learnosm.org/de/beginner/,,,,,,,"Mo-Fr 08:00-13:00, 15:00-18:00; Sa 07:30-12:30",,,,,,,,+49 6202 4790,https://www.back-metzgerei.de/,no,,,,,+49 6202 272690,,,,,,,,,,,,,,,,,metzgerei_back@yahoo.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.149,POINT (8.2531258 49.0515769),Scherer,butcher,2147483647,node,https://www.openstreetmap.org/node/2389928536,https://learnosm.org/de/beginner/,Wörth am Rhein,,3,76744,Marktstraße,,Mo-Fr 08:00-18:00; Sa 08:00-13:00,,,,,,,,+49-7271-132502,https://www.scherer-metzgerei.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.150,POINT (8.0029949 49.102697),Metzgerei Kieffer,butcher,2147483647,node,https://www.openstreetmap.org/node/2389963861,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.151,POINT (8.1950961 49.0819046),Landmetzgerei Katus,butcher,2147483647,node,https://www.openstreetmap.org/node/2392721176,https://learnosm.org/de/beginner/,Kandel,DE,84,76870,Hauptstraße,,Mo-Fr 07:00-18:30; Sa 07:00-13:00,,,,,,,,+4972759187880,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.152,POINT (8.5870452 49.3921276),Metzgerei Pyck,butcher,2147483647,node,https://www.openstreetmap.org/node/2393590298,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.153,POINT (8.6652817 49.4540772),Metzgerei Zeiss,butcher,2147483647,node,https://www.openstreetmap.org/node/2411655199,https://learnosm.org/de/beginner/,Dossenheim,DE,19,69221,Gewerbestraße,,Mo-Sa 07:00-20:00,,,,,,,,+49 6221 8673507,http://www.erich-zeiss.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.154,POINT (8.6633144 49.5000635),Metzgerei Schöne,butcher,2147483647,node,https://www.openstreetmap.org/node/2424082910,https://learnosm.org/de/beginner/,,,,,,,"Mo-Sa 08:00-13:00, Th,Fr 15:00-18:00",,,,,,,,,http://metzgerei-schoene.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.155,POINT (8.9826554 49.463878),Metzgerei Eichhorn,butcher,2147483647,node,https://www.openstreetmap.org/node/2429476188,https://learnosm.org/de/beginner/,,,,,,,"Mo-Tu 06:30-12:30, 14:00-18:00;We 6:30-12:30;Th-Fr 06:30-12:30, 14:00-18:00;Sa 6:00-13:00",,,,,,,Roger Sepp,+49 6271 4783,http://www.metzgerei-eichhorn.de,yes,,,,,+49 6271 807212,,,,,,,,,,,,,,,,,Post@Metzgerei-Eichhorn.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.156,POINT (8.6573298 49.3409499),Metzgerei Balles,butcher,2147483647,node,https://www.openstreetmap.org/node/2433858535,https://learnosm.org/de/beginner/,Sandhausen,,81,69207,Hauptstraße,,"Mo-Fr 06:45-13:00,15:00-18:30; Sa 06:45-12:00",,,,,,,,,https://www.metzgerei-balles.de/,yes,,survey,,,,,,,,,,,,,,,,,,,,info@metzgerei-balles.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.157,POINT (8.2853973 49.5103635),Bleyl,butcher,2147483647,node,https://www.openstreetmap.org/node/2442455695,https://learnosm.org/de/beginner/,Lambsheim,,1-3,67245,Alte Mälzerei,,"Mo-Th 08:00-12:30;Fr-Sa 07:00-12:30; Mo,Tu,Th,Fr 14:30-18:00",,,,,,,,+49 6233 352501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.158,POINT (8.1077932 49.2717891),Weber,butcher,2147483647,node,https://www.openstreetmap.org/node/2459386625,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.159,POINT (8.9200255 49.298036),Baumeister,butcher,2147483647,node,https://www.openstreetmap.org/node/2476313414,https://learnosm.org/de/beginner/,,,,,,,"Mo,Tu,Th 07:30-13:00,15:00-18:00; We 07:30-13:00; Fr 07:30-18:00; Sa 07:00-12:30; Su off",,2025-05-01,,,,,,+49 7263 5776,https://www.metzgerei-baumeister.de/,yes,,,,,+49 7263 400103,,,,,,,,,,,,,,,,,metzgerei-baumeister@t-online.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.160,POINT (8.6952204 49.3240533),Klaus u. Frieder Neff,butcher,2147483647,node,https://www.openstreetmap.org/node/2506184563,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.161,POINT (8.7087134 49.5066983),Metzgerei Schmitt,butcher,2147483647,node,https://www.openstreetmap.org/node/2517409742,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,+49 6201 51491,http://www.metzgereischmitt.de,,,,,,+49 6201 51424,,,,,,,,,,,,,,,,,info@metzgereischmitt.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.162,POINT (8.7512303 49.5270364),Metzgerei Wolf,butcher,2147483647,node,https://www.openstreetmap.org/node/2519555348,https://learnosm.org/de/beginner/,Gorxheimertal,DE,383,69517,Hauptstraße,,,,,,,,,,+49 6201 23192,http://www.metzgerei-wolf.de/,,Trösel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.163,POINT (8.2938258 49.4586461),Metzgerei Appel,butcher,2147483647,node,https://www.openstreetmap.org/node/2555238240,https://learnosm.org/de/beginner/,,DE,48,,Hauptstraße,,"Mo,Fr 08:00-12:30",,,,,,,,+49 6237 9770866,https://www.saumagenparadies.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.164,POINT (8.3576546 49.4408399),Metzgerei Kuhn,butcher,2147483647,node,https://www.openstreetmap.org/node/2584644710,https://learnosm.org/de/beginner/,Mutterstadt,DE,20,67112,Schulstraße,,"Mo,Tu,Th,Fr 07:30-13:00,14:30-18:30; We 07:30-13:00; Sa 07:00-13:00",,,,,,,,,https://www.metzgerei-kuhn.de/,,,,,,+49 6234 4460,,info@metzgerei-kuhn.de,,+49 6234 7516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.165,POINT (8.373388 49.4899226),Metzgerei Schmitt,butcher,2147483647,node,https://www.openstreetmap.org/node/2605893477,https://learnosm.org/de/beginner/,,DE,20,,Schillerstraße,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.166,POINT (8.3723747 49.4888794),Metzgerei Maas,butcher,2147483647,node,https://www.openstreetmap.org/node/2607576461,https://learnosm.org/de/beginner/,,DE,47,,Schillerstraße,,Mo-Tu 07:00-18:00; We 07:00-13:00; Th-Fr 07:00-18:00; Sa 07:00-13:00,,2024-02-22,,,,,,+49 621 68867650,http://www.metzgerei-juergen-maas.de/,yes,,,,,,,,,,,,,,,,,,,,,,juergenmaas@gmx.de,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/MetzgereiJuergenMaas,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.167,POINT (8.6713062 49.3811144),Metzgerei Gieser,butcher,2147483647,node,https://www.openstreetmap.org/node/2616271543,https://learnosm.org/de/beginner/,,,,,,,"Mo-Fr 07:00-13:00, Mo,Tu,Th,Fr 15:00-18:00",,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.168,POINT (8.6912743 49.3793829),Metzgerei Sommer,butcher,2147483647,node,https://www.openstreetmap.org/node/2631830573,https://learnosm.org/de/beginner/,Heidelberg,DE,39,69126,Rathausstraße,,"Mo,Tu,Th,Fr 08:00-18:30; We 08:00-13:00; Sa 07:30-13:00",,,,,,,,,https://metzgerei-petersommer.de/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.169,POINT (8.6923254 49.4148089),Gassert,butcher,2147483647,node,https://www.openstreetmap.org/node/2715831842,https://learnosm.org/de/beginner/,Heidelberg,DE,16,69120,Brückenstraße,,Mo-Fr 08:00-18:00; Sa 08:00-13:30,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.170,POINT (8.2604745 49.4793199),Göbels Schlemmerland,butcher,2147483647,node,https://www.openstreetmap.org/node/2812973446,https://learnosm.org/de/beginner/,,,,,,,Mo-Su 07:00-21:00,restaurant,,regional,,,,,+49 6237 3240,https://www.goebel-schlemmerland.de/,,,,,,+49 6237 80684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.171,POINT (8.4512592 49.4763499),Metzgerei Heiss,butcher,2147483647,node,https://www.openstreetmap.org/node/2985622127,https://learnosm.org/de/beginner/,,,,,,,Mo-Fr 7:00-18:00; Sa 7:30-12:30,,,,,,,,+49 621 567073,http://www.metzgerei-heiss.de/Filialen-/-aktuelle-Angebote,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.172,POINT (8.4222222 49.4905834),Rudolf Wieland Metzgerei,butcher,2147483647,node,https://www.openstreetmap.org/node/3000629361,https://learnosm.org/de/beginner/,,,,,,,Mo-Fr 07:30-18:00; Sa 07:30-12:30,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.173,POINT (8.578085 49.538239),Metzgerei Gerhard Kühner,butcher,2147483647,node,https://www.openstreetmap.org/node/3017451147,https://learnosm.org/de/beginner/,Viernheim,DE,3b,68519,Kettelerstraße,,"Mo-Tu,Th 08:00-13:00,14:30-18:00; We 08:00-13:00; Fr 08:00-18:00; Sa 08:00-12:30; Su off; PH off",,,,,,,,+49 6204 72137,,yes,,,,,,pyramidal,,,,,,,,,,,,,,,,,,,,,#A0A0A0,,,,,2024-03-23,,,,,,,,,,,,,,,,1,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.174,POINT (8.5801248 49.5390976),Fleischerfachgeschäft Rudi Bugert,butcher,2147483647,node,https://www.openstreetmap.org/node/3018245705,https://learnosm.org/de/beginner/,,,,,,,"Mo,Sa 07:00-13:00;Tu-Fr 07:00-13:00,14:30-18:00",,2025-01-13,,,,,,,https://www.partyservice-bugert.de/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.175,POINT (8.5805743 49.5395516),Metzgerei Roger Kühner,butcher,2147483647,node,https://www.openstreetmap.org/node/3023833493,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.176,POINT (8.575231 49.3816495),Metzgerei Back,butcher,2147483647,node,https://www.openstreetmap.org/node/3042943535,https://learnosm.org/de/beginner/,,,,,,,"Mo-Fr 8:00-13:00,15:00-18:00;Sa 7:30-12:30",,,,,,,,+49 6202 4790,https://www.back-metzgerei.de/,no,,,,,+49 6202 272690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.177,POINT (8.5664588 49.5341423),Metzgerei Hörner,butcher,2147483647,node,https://www.openstreetmap.org/node/3052008578,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.178,POINT (8.5736738 49.5405073),Metzgerei Ettekbir,butcher,2147483647,node,https://www.openstreetmap.org/node/3054761528,https://learnosm.org/de/beginner/,,,,,,,"Th, Fr,Sa 10:00-19:00",,,,,,,,+49 179 9145191,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.179,POINT (8.6358339 49.6418997),Metzgerei Bernd Wohlfart,butcher,2147483647,node,https://www.openstreetmap.org/node/3077022818,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
