GENESIS-Tabelle: 31111-03-02-5-B
Genehmigungen für Wohnungen in Wohn- und Nichtwohngebäuden nach Zahl der Räume  - Jahressumme - regionale Ebenen;;;;;;
Statistik der Baugenehmigungen;;;;;;
Wohnungen in Wohn- und Nichtwohngebäuden (Anzahl);;;;;;
Jahr: 2008;;;;;;
;;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung
;;Insgesamt;1 oder 2 Räume;3 Räume;4 Räume;5 oder mehr Räume
01058039;Damendorf;2;0;0;0;2
01058040;Damp;2;0;1;1;0
01058042;Dörphof;-;0;0;0;0
01058043;Eckernförde, Stadt;53;8;13;15;17
01058044;Ehndorf;2;0;0;0;2
01058045;Eisendorf;-;0;0;0;0
01058046;Ellerdorf;3;0;0;1;2
01058047;Elsdorf-Westermühlen;3;0;0;0;3
01058048;Embühren;-;0;0;0;0
01058049;Emkendorf;1;0;0;0;1
01058050;Felde;7;0;0;2;5
01058051;Felm;-;0;0;0;0
01058052;Fleckeby;1;0;-1;0;2
01058053;Flintbek;23;0;1;2;20
01058054;Fockbek;15;0;2;4;9
01058055;Friedrichsgraben;-;0;0;0;0
01058056;Friedrichsholm;-;0;0;0;0
01058057;Gammelby;2;1;1;0;0
01058058;Gettorf;22;1;3;0;18
01058059;Gnutz;1;0;0;0;1
01058061;Gokels;-;0;0;0;0
01058062;Grauel;-;0;0;0;0
01058063;Grevenkrug;-;0;0;0;0
01058064;Groß Buchwald;-;0;0;0;0
01058065;Groß Vollstedt;1;0;0;0;1
01058066;Groß Wittensee;3;0;1;0;2
01058067;Güby;-;0;0;0;0
01058068;Haale;1;0;0;0;1
01058069;Haby;-;0;0;-1;1
01058070;Hamdorf;2;0;0;1;1
01058071;Hamweddel;-;0;0;0;0
01058072;Hanerau-Hademarschen;3;0;0;2;1
01058073;Haßmoor;-;0;0;0;0
01058074;Heinkenborstel;-;0;0;0;0
01058075;Hörsten;-;0;0;0;0
01058076;Hoffeld;-;0;0;0;0
01058077;Hohenwestedt;8;0;1;2;5
01058078;Hohn;6;0;1;3;2
01058080;Holtsee;-;0;0;-1;1
01058081;Holzbunge;-;0;0;0;0
01058082;Holzdorf;-;0;-1;0;1
01058083;Hütten;-;0;0;0;0
01058084;Hummelfeld;-;0;0;0;0
01058085;Jahrsdorf;1;0;0;0;1
01058086;Jevenstedt;5;0;3;1;1
01058087;Karby;-;0;0;0;0
01058088;Klein Wittensee;-;0;0;0;0
01058089;Königshügel;-;0;0;0;0
01058090;Kosel;2;0;0;0;2
01058091;Krogaspe;-;0;0;0;0
01058092;Kronshagen;34;2;-1;14;19
01058093;Krummwisch;1;0;0;0;1
01058094;Langwedel;1;0;0;0;1
01058096;Lindau;-;0;0;0;0
01058097;Lohe-Föhrden;-;0;0;0;0
01058098;Loop;-;0;0;0;0
01058099;Loose;-;0;0;0;0
01058100;Lütjenwestedt;-;0;0;0;0
01058101;Luhnstedt;-;0;0;0;0
01058102;Goosefeld;2;0;0;2;0
01058103;Meezen;1;0;0;0;1
01058104;Melsdorf;-;0;0;0;0
01058105;Mielkendorf;-;0;0;-1;1
01058106;Mörel;-;0;0;0;0
01058107;Molfsee;4;0;0;2;2
01058108;Mühbrook;-;0;0;-1;1
01058109;Negenharrie;-;0;0;0;0
01058110;Neudorf-Bornstein;2;1;0;0;1
01058111;Neu Duvenstedt;-;0;0;0;0
01058112;Neuwittenbek;6;0;0;1;5
01058113;Nienborstel;-;0;0;0;0
01058115;Nindorf;-;0;0;0;0
01058116;Noer;1;0;0;0;1
01058117;Nortorf, Stadt;18;1;4;4;9
01058118;Nübbel;1;0;0;0;1
01058119;Oldenbüttel;-;0;0;0;0
01058120;Oldenhütten;-;0;0;0;0
01058121;Osdorf;5;0;0;1;4
01058122;Ostenfeld (Rendsburg);-;0;0;0;0
01058123;Osterby;-;0;0;0;0
01058124;Osterrönfeld;5;0;1;0;4
01058125;Osterstedt;-;0;0;0;0
01058126;Ottendorf;4;0;1;0;3
01058127;Owschlag;4;0;0;1;3
01058128;Padenstedt;3;0;0;0;3
01058129;Prinzenmoor;1;0;0;0;1
01058130;Quarnbek;7;0;0;1;6
01058131;Rade b. Hohenwestedt;-;0;0;0;0
01058132;Rade b. Rendsburg;-;0;0;0;0
01058133;Reesdorf;-;0;0;0;0
01058134;Remmels;9;9;0;0;0
01058135;Rendsburg, Stadt;58;5;6;13;34
01058136;Rickert;2;0;0;0;2
01058137;Rieseby;1;0;0;1;0
01058138;Rodenbek;1;0;0;0;1
01058139;Rumohr;1;0;0;0;1
01058140;Schacht-Audorf;3;0;0;1;2
01058141;Schierensee;1;0;0;1;0
01058142;Schinkel;-;0;0;0;0
01058143;Schmalstede;6;0;0;0;6
01058144;Schönbek;-;0;0;0;0
01058145;Schönhorst;-;0;0;0;0
01058146;Schülldorf;-;0;0;0;0
01058147;Schülp b. Nortorf;2;0;0;1;1
01058148;Schülp b. Rendsburg;1;0;0;0;1
01058150;Schwedeneck;1;0;0;0;1
01058151;Seefeld;-;0;0;0;0
01058152;Sehestedt;-;-1;0;0;1
01058153;Sören;-;0;0;0;0
01058154;Sophienhamm;1;0;0;0;1
01058155;Stafstedt;-;0;0;0;0
01058156;Steenfeld;1;0;0;0;1
01058157;Strande;3;1;0;2;0
01058158;Tackesdorf;-;0;0;0;0
01058159;Tappendorf;-;0;0;-1;1
01058160;Techelsdorf;-;0;0;0;0
01058161;Thaden;-;0;0;0;0
01058162;Thumby;-;0;0;0;0
01058163;Timmaspe;-;0;0;-1;1
01058164;Todenbüttel;-;0;0;0;0
01058165;Tüttendorf;1;0;0;0;1
01058166;Waabs;6;0;3;0;3
01058167;Wapelfeld;-;0;0;0;0
01058168;Warder;1;1;0;0;0
01058169;Wasbek;5;0;2;2;1
01058170;Wattenbek;3;0;0;1;2
01058171;Westensee;1;0;0;0;1
01058172;Westerrönfeld;17;10;1;-2;8
01058173;Windeby;3;0;0;0;3
01058174;Winnemark;-;0;-1;0;1
01058175;Ahlefeld-Bistensee;1;0;0;1;0
01059001;Alt Bennebek;1;0;0;1;0
01059002;Arnis, Stadt;1;0;1;0;0
01059005;Bergenhusen;-;0;0;0;0
01059006;Böel;1;0;1;0;0
01059008;Böklund;-;0;0;0;0
01059009;Börm;1;0;0;0;1
01059010;Bollingstedt;4;0;0;1;3
01059011;Boren;3;1;1;0;1
01059012;Borgwedel;4;0;0;1;3
01059014;Brebel;-;0;0;0;0
01059016;Brodersby;1;0;0;0;1
01059018;Busdorf;1;0;0;0;1
01059019;Dannewerk;1;0;0;0;1
01059020;Dörpstedt;-;0;0;0;0
01059021;Dollrottfeld;1;0;1;0;0
01059022;Ekenis;-;0;0;0;0
01059023;Ellingstedt;3;0;0;1;2
01059024;Erfde;2;0;0;0;2
01059026;Fahrdorf;9;0;0;0;9
01059032;Geltorf;1;1;1;-1;0
01059033;Goltoft;1;0;0;0;1
01059034;Grödersby;-;0;0;0;0
01059035;Groß Rheide;1;0;1;0;0
01059037;Havetoft;2;0;1;1;0
01059038;Havetoftloit;3;0;1;1;1
01059039;Hollingstedt;2;0;1;0;1
01059041;Hüsby;2;0;0;1;1
01059042;Idstedt;3;0;0;2;1
01059043;Jagel;1;0;0;-1;2
01059044;Jübek;7;1;0;1;5
01059045;Kappeln, Stadt;19;5;2;4;8
01059047;Kiesby;1;0;0;0;1
01059049;Klappholz;1;0;0;0;1
01059050;Klein Bennebek;1;0;0;1;0
01059051;Klein Rheide;1;0;0;0;1
01059053;Kropp;25;0;11;4;10
01059055;Loit;3;0;0;1;2
01059056;Lottorf;-;0;0;0;0
01059057;Lürschau;2;0;0;0;2
01059058;Meggerdorf;4;0;0;1;3
01059060;Mohrkirch;-;0;0;0;0
01059062;Neuberend;3;0;0;0;3
01059063;Norderbrarup;-;0;0;0;0
01059064;Norderstapel;1;0;0;0;1
01059065;Nottfeld;-;0;0;0;0
01059067;Oersberg;-;0;0;0;0
01059068;Rabenkirchen-Faulück;-;0;0;0;0
01059069;Rüde;1;0;0;0;1
01059070;Rügge;-;0;0;0;0
01059071;Satrup;13;0;1;6;6
01059072;Saustrup;1;0;0;-1;2
01059073;Schaalby;3;0;0;2;1
01059074;Scheggerott;-;0;0;0;0
01059075;Schleswig, Stadt;150;71;46;9;24
01059076;Schnarup-Thumby;1;0;0;0;1
01059077;Schuby;5;0;1;0;4
01059078;Selk;3;0;1;-1;3
01059079;Silberstedt;3;0;0;1;2
01059080;Steinfeld;-;0;0;0;0
01059081;Stolk;-;0;0;0;0
01059082;Struxdorf;-;0;0;0;0
01059083;Süderbrarup;9;0;1;4;4
01059084;Süderfahrenstedt;-;0;0;0;0
01059085;Süderstapel;4;0;0;0;4
01059086;Taarstedt;-;0;0;0;0
01059087;Tetenhusen;4;0;0;0;4
01059088;Tielen;-;0;0;0;0
01059090;Tolk;-;0;0;0;0
01059092;Treia;4;1;0;0;3
01059093;Uelsby;-;0;0;0;0
01059094;Ulsnis;4;0;-1;5;0
01059095;Wagersrott;-;0;0;0;0
01059096;Wohlde;-;0;0;0;0
01059097;Twedt;3;0;1;-1;3
01059098;Nübel;-;0;0;-1;1
01059101;Tastrup;-;0;-1;0;1
01059102;Ahneby;-;0;0;0;0
01059103;Ausacker;-;0;0;0;0
01059105;Böxlund;-;0;0;0;0
01059106;Dollerup;1;0;0;0;1
01059107;Eggebek;-;0;0;0;0
01059109;Esgrus;-;0;0;0;0
01059112;Gelting;2;0;-1;0;3
01059113;Glücksburg (Ostsee), Stadt;14;0;5;2;7
01059115;Großenwiehe;6;0;0;1;5
01059116;Großsolt;1;0;0;0;1
01059118;Grundhof;-;0;0;0;0
01059120;Harrislee;30;2;1;1;26
01059121;Hasselberg;2;0;0;0;2
01059123;Hörup;2;0;0;0;2
01059124;Holt;-;0;0;0;0
01059126;Hürup;1;0;0;0;1
01059127;Husby;13;4;5;1;3
01059128;Janneby;1;0;0;0;1
01059129;Jardelund;-;0;0;0;0
01059131;Jerrishoe;1;0;0;0;1
01059132;Jörl;-;0;0;-1;1
01059136;Kronsgaard;3;0;1;2;0
01059137;Langballig;7;0;1;0;6
01059138;Langstedt;5;0;0;0;5
01059141;Maasbüll;-;0;0;0;0
01059142;Maasholm;2;0;1;1;0
01059143;Medelby;1;0;0;1;0
01059144;Meyn;5;0;1;0;4
01059145;Munkbrarup;7;0;0;0;7
01059147;Nieby;5;2;2;0;1
01059148;Niesgrau;1;0;0;0;1
01059149;Nordhackstedt;-;0;0;0;0
01059151;Osterby;-;0;0;0;0
01059152;Pommerby;-;0;0;0;0
01059153;Quern;4;0;0;2;2
01059154;Rabel;4;0;0;2;2
01059155;Rabenholz;-;0;0;0;0
01059157;Ringsberg;4;0;0;0;4
01059158;Schafflund;11;0;0;3;8
01059159;Sieverstedt;2;0;0;-1;3
01059161;Sörup;8;0;1;1;6
01059162;Sollerup;2;0;0;0;2
01059163;Stangheck;-;0;0;0;0
01059164;Steinberg;-;0;0;0;0
01059165;Steinbergkirche;-;0;0;0;0
01059167;Sterup;1;0;0;1;0
01059168;Stoltebüll;1;0;0;0;1
01059169;Süderhackstedt;2;0;0;1;1
01059171;Tarp;3;0;0;0;3
01059173;Wallsbüll;1;0;0;0;1
01059174;Wanderup;5;0;1;1;3
01059176;Wees;2;0;0;0;2
01059177;Weesby;-;0;0;0;0
01059178;Westerholz;1;0;0;0;1
01059179;Lindewitt;2;0;0;0;2
01059182;Freienwill;2;0;0;0;2
01059183;Handewitt;52;-1;4;10;39
01059184;Oeversee;7;1;0;2;4
01059185;Mittelangeln;-;-;-;-;-
01059186;Steinbergkirche;-;-;-;-;-
01059187;Boren;-;-;-;-;-
01059188;Stapel;-;-;-;-;-
01059189;Brodersby-Goltoft;-;-;-;-;-
01060002;Alveslohe;7;1;0;0;6
01060003;Armstedt;7;1;1;4;1
01060004;Bad Bramstedt, Stadt;65;6;0;18;41
01060005;Bad Segeberg, Stadt;6;0;-1;-1;8
01060006;Bahrenhof;-;0;0;0;0
01060007;Bark;1;0;0;0;1
01060008;Bebensee;1;0;0;0;1
01060009;Bimöhlen;1;0;0;1;0
01060010;Blunk;-;0;0;0;0
01060011;Boostedt;8;3;0;5;0
01060012;Bornhöved;8;0;3;3;2
01060013;Borstel;1;0;0;0;1
01060014;Buchholz, gemfr. Geb.;-;0;0;0;0
01060015;Bühnsdorf;-;0;0;0;0
01060016;Daldorf;1;0;1;-1;1
01060017;Damsdorf;-;0;0;0;0
01060018;Dreggers;1;0;0;0;1
01060019;Ellerau;45;0;24;8;13
01060020;Fahrenkrug;-;0;0;-1;1
01060021;Föhrden-Barl;2;1;0;0;1
01060022;Fredesdorf;-;0;0;0;0
01060023;Fuhlendorf;-;0;0;0;0
01060024;Geschendorf;-;0;0;0;0
01060025;Glasau;6;1;1;2;2
01060026;Gönnebek;-;0;0;0;0
01060027;Großenaspe;2;0;0;0;2
01060028;Groß Kummerfeld;1;0;0;0;1
01060029;Groß Niendorf;2;0;0;1;1
01060030;Groß Rönnau;3;0;0;3;0
01060031;Hagen;1;1;0;0;0
01060033;Hardebek;-;0;0;0;0
01060034;Hartenholm;5;0;0;2;3
01060035;Hasenkrug;2;0;1;1;0
01060036;Hasenmoor;1;0;-1;1;1
01060037;Heidmoor;-;0;0;0;0
01060038;Heidmühlen;-;0;0;0;0
01060039;Henstedt-Ulzburg;94;1;7;7;79
01060040;Hitzhusen;3;0;0;2;1
01060041;Högersdorf;-;0;0;0;0
01060042;Hüttblek;1;0;0;0;1
01060043;Itzstedt;4;0;0;1;3
01060044;Kaltenkirchen, Stadt;148;61;46;19;22
01060045;Kattendorf;3;0;0;1;2
01060046;Kayhude;-;0;0;0;0
01060047;Kisdorf;11;0;0;2;9
01060048;Klein Gladebrügge;1;0;1;0;0
01060049;Klein Rönnau;7;0;3;1;3
01060050;Krems II;1;0;0;0;1
01060051;Kükels;-;0;0;0;0
01060052;Latendorf;1;0;0;-1;2
01060053;Leezen;3;1;0;0;2
01060054;Lentföhrden;5;0;0;0;5
01060056;Mönkloh;-;0;0;0;0
01060057;Mözen;1;0;0;0;1
01060058;Nahe;6;0;1;0;5
01060059;Negernbötel;-;0;0;0;0
01060060;Nehms;-;0;0;-1;1
01060061;Neuengörs;-;0;0;0;0
01060062;Neversdorf;3;1;1;0;1
01060063;Norderstedt, Stadt;141;-3;28;31;85
01060064;Nützen;1;0;0;0;1
01060065;Oering;5;0;0;2;3
01060066;Oersdorf;-;0;0;-1;1
01060067;Pronstorf;3;0;0;0;3
01060068;Rickling;3;0;0;0;3
01060069;Rohlstorf;1;0;0;0;1
01060070;Schackendorf;2;0;0;0;2
01060071;Schieren;1;0;0;0;1
01060072;Schmalensee;-;0;0;0;0
01060073;Schmalfeld;4;0;2;1;1
01060074;Schwissel;2;0;1;0;1
01060075;Seedorf;1;0;0;0;1
01060076;Seth;9;2;3;2;2
01060077;Sievershütten;4;0;0;0;4
01060079;Stipsdorf;1;0;-1;2;0
01060080;Stocksee;1;0;0;0;1
01060081;Strukdorf;-;0;0;0;0
01060082;Struvenhütten;1;0;-1;0;2
01060084;Stuvenborn;-;0;0;0;0
01060085;Sülfeld;4;0;0;0;4
01060086;Tarbek;-;0;0;0;0
01060087;Tensfeld;-;0;0;0;0
01060088;Todesfelde;-;0;0;0;0
01060089;Trappenkamp;-;0;0;0;0
01060090;Travenhorst;-;0;0;0;0
01060091;Traventhal;-;0;0;0;0
01060092;Wahlstedt, Stadt;5;1;1;1;2
01060093;Wakendorf I;2;0;0;1;1
01060094;Wakendorf II;1;0;0;0;1
01060095;Weddelbrook;1;0;0;0;1
01060096;Weede;6;0;0;0;6
01060097;Wensin;1;0;0;0;1
01060098;Westerrade;-;0;0;0;0
01060099;Wiemersdorf;10;2;1;1;6
01060100;Winsen;-;0;0;0;0
01060101;Wittenborn;2;0;1;-1;2
01061001;Aasbüttel;-;0;0;0;0
01061002;Aebtissinwisch;1;0;0;0;1
01061003;Agethorst;-;0;0;0;0
01061004;Altenmoor;-;0;0;-1;1
01061005;Auufer;-;0;0;0;0
01061006;Bahrenfleth;-;0;0;0;0
01061007;Beidenfleth;-;0;0;0;0
01061008;Bekdorf;-;0;0;0;0
01061010;Bekmünde;-;0;0;0;0
01061011;Besdorf;-;0;0;0;0
01061012;Blomesche Wildnis;1;0;1;-1;1
01061013;Bokelrehm;-;0;0;0;0
01061014;Bokhorst;-;0;0;0;0
01061015;Borsfleth;1;1;-1;-1;2
01061016;Breitenberg;-;0;0;0;0
01061017;Breitenburg;1;0;0;0;1
01061018;Brokdorf;-;0;0;0;0
01061019;Brokstedt;1;0;0;-1;2
01061020;Büttel;-;0;0;0;0
01061021;Christinenthal;-;0;0;0;0
01061022;Dägeling;6;0;0;2;4
01061023;Dammfleth;-;0;0;0;0
01061024;Drage;1;0;0;1;0
01061025;Ecklak;-;-1;0;1;0
01061026;Elskop;2;2;0;0;0
01061027;Engelbrechtsche Wildnis;1;0;0;1;0
01061028;Fitzbek;-;0;0;0;0
01061029;Glückstadt, Stadt;7;1;-1;4;3
01061030;Grevenkop;-;0;0;0;0
01061031;Gribbohm;-;0;0;0;0
01061033;Hadenfeld;2;0;0;0;2
01061034;Heiligenstedten;4;0;0;2;2
01061035;Heiligenstedtenerkamp;2;0;1;0;1
01061036;Hennstedt;-;0;0;0;0
01061037;Herzhorn;2;0;0;0;2
01061038;Hingstheide;-;0;0;0;0
01061039;Hodorf;2;0;1;0;1
01061040;Hohenaspe;1;0;1;0;0
01061041;Hohenfelde;4;0;0;3;1
01061042;Hohenlockstedt;8;0;-1;-2;11
01061043;Holstenniendorf;-;-1;1;0;0
01061044;Horst (Holstein);25;0;3;4;18
01061045;Huje;-;0;0;0;0
01061046;Itzehoe, Stadt;32;8;-1;3;22
01061047;Kaaks;-;0;0;0;0
01061048;Kaisborstel;-;0;0;0;0
01061049;Kellinghusen, Stadt;6;0;5;-2;3
01061050;Kiebitzreihe;2;0;0;0;2
01061052;Kleve;-;0;0;0;0
01061053;Kollmoor;-;0;0;0;0
01061054;Krempdorf;-;0;0;0;0
01061055;Krempe, Stadt;1;0;1;-1;1
01061056;Kremperheide;1;0;0;1;0
01061057;Krempermoor;-;0;0;0;0
01061058;Kronsmoor;-;0;0;0;0
01061059;Krummendiek;-;0;0;0;0
01061060;Kudensee;-;0;0;0;0
01061061;Lägerdorf;-;0;0;-1;1
01061062;Landrecht;-;0;0;0;0
01061063;Landscheide;-;0;0;-1;1
01061064;Lockstedt;1;0;0;0;1
01061065;Lohbarbek;1;0;0;1;0
01061066;Looft;-;0;0;0;0
01061067;Mehlbek;-;0;0;0;0
01061068;Moordiek;-;0;0;0;0
01061070;Moorhusen;-;0;-1;1;0
01061071;Mühlenbarbek;-;0;0;0;0
01061072;Münsterdorf;8;0;1;1;6
01061073;Neuenbrook;1;1;0;-1;1
01061074;Neuendorf b. Elmshorn;-2;-6;2;0;2
01061076;Nienbüttel;-;0;0;0;0
01061077;Nortorf;1;0;0;0;1
01061078;Nutteln;-;0;0;0;0
01061079;Oelixdorf;5;4;0;0;1
01061080;Oeschebüttel;-;0;0;0;0
01061081;Oldenborstel;-;0;0;0;0
01061082;Oldendorf;2;0;0;0;2
01061083;Ottenbüttel;2;0;0;-1;3
01061084;Peissen;-;0;-1;0;1
01061085;Pöschendorf;1;0;0;0;1
01061086;Poyenberg;-;0;0;0;0
01061087;Puls;1;0;0;0;1
01061088;Quarnstedt;-;0;0;0;0
01061089;Rade;-;0;0;0;0
01061091;Reher;-;0;0;0;0
01061092;Rethwisch;1;0;1;0;0
01061093;Rosdorf;-;0;0;0;0
01061095;Sankt Margarethen;-;0;0;0;0
01061096;Sarlhusen;-;0;0;0;0
01061097;Schenefeld;13;1;9;2;1
01061098;Schlotfeld;-;0;0;0;0
01061099;Siezbüttel;-;0;0;0;0
01061100;Silzen;-;0;0;0;0
01061101;Sommerland;-;0;0;0;0
01061102;Stördorf;-;0;0;0;0
01061103;Störkathen;-;0;0;0;0
01061104;Süderau;-;0;0;0;0
01061105;Vaale;1;0;0;0;1
01061106;Vaalermoor;-;0;0;0;0
01061107;Wacken;16;7;8;0;1
01061108;Warringholz;-;0;0;0;0
01061109;Westermoor;-;0;0;0;0
01061110;Wewelsfleth;2;0;0;0;2
01061111;Wiedenborstel;-;0;0;0;0
01061112;Willenscharen;-;0;0;0;0
01061113;Wilster, Stadt;8;2;2;0;4
01061114;Winseldorf;-;0;0;0;0
01061115;Wittenbergen;1;0;0;0;1
01061116;Wrist;5;0;1;-2;6
01061117;Wulfsmoor;1;0;0;-1;2
01061118;Kollmar;1;0;0;0;1
01061119;Neuendorf-Sachsenbande;1;0;0;0;1
01062001;Ahrensburg, Stadt;93;6;8;18;61
01062003;Badendorf;-;0;0;0;0
01062004;Bad Oldesloe, Stadt;81;11;12;12;46
01062005;Bargfeld-Stegen;3;0;0;-1;4
01062006;Bargteheide, Stadt;52;-2;1;13;40
01062008;Barnitz;2;0;0;1;1
01062009;Barsbüttel;26;0;-1;9;18
01062011;Braak;1;0;0;0;1
01062014;Delingsdorf;-;0;0;0;0
01062016;Elmenhorst;14;0;0;2;12
01062018;Glinde, Stadt;55;-1;1;29;26
01062019;Grabau;-;0;0;0;0
01062020;Grande;3;0;0;2;1
01062021;Grönwohld;4;0;3;1;0
01062022;Großensee;1;0;0;-1;2
01062023;Großhansdorf;24;5;2;2;15
01062025;Hamberge;3;0;0;1;2
01062026;Hamfelde;1;0;-1;0;2
01062027;Hammoor;14;1;0;1;12
01062031;Heidekamp;-;0;0;0;0
01062032;Heilshoop;3;0;0;2;1
01062033;Hohenfelde;-;0;0;0;0
01062035;Hoisdorf;3;0;0;-1;4
01062036;Jersbek;7;0;-1;1;7
01062039;Klein Wesenberg;1;0;0;0;1
01062040;Köthel;-;0;0;0;0
01062045;Lütjensee;9;0;0;1;8
01062046;Meddewade;3;0;0;0;3
01062048;Mönkhagen;-;0;-1;-1;2
01062050;Neritz;-;0;0;0;0
01062051;Nienwohld;-;0;0;0;0
01062053;Oststeinbek;46;0;4;9;33
01062056;Pölitz;2;-1;0;0;3
01062058;Rausdorf;1;0;0;0;1
01062059;Rehhorst;4;1;0;1;2
01062060;Reinbek, Stadt;80;1;27;23;29
01062061;Reinfeld (Holstein), Stadt;194;0;153;27;14
01062062;Rethwisch;-;0;0;0;0
01062065;Rümpel;-;0;0;0;0
01062069;Siek;10;0;0;-1;11
01062071;Stapelfeld;10;0;0;-1;11
01062076;Tangstedt;4;0;-1;1;4
01062078;Todendorf;11;0;0;3;8
01062081;Tremsbüttel;5;0;0;0;5
01062082;Trittau;48;3;6;5;34
01062083;Westerau;3;1;0;0;2
01062086;Witzhave;3;0;0;2;1
01062087;Zarpen;2;0;1;1;0
01062088;Brunsbek;16;0;2;3;11
01062089;Lasbek;-;0;0;0;0
01062090;Ammersbek;18;1;-2;2;17
01062091;Steinburg;2;0;0;1;1
01062092;Travenbrück;4;0;-2;1;5
01062093;Feldhorst;-;0;0;0;0
01062094;Wesenberg;11;0;0;3;8
02000000;Hamburg, Freie und Hansestadt;3765;575;668;869;1653
03101000;Braunschweig, kreisfreie Stadt;470;241;54;22;153
03102000;Salzgitter, kreisfreie Stadt;73;-1;8;24;42
03103000;Wolfsburg, kreisfreie Stadt;261;5;13;49;194
03151001;Adenbüttel;6;1;0;1;4
03151002;Barwedel;-;0;0;0;0
03151003;Bergfeld;1;0;0;0;1
03151004;Bokensdorf;1;0;0;0;1
03151005;Brome, Flecken;3;0;-1;1;3
03151006;Calberlah;2;0;-2;-2;6
03151007;Dedelstorf;-;0;0;0;0
03151008;Ehra-Lessien;5;0;0;0;5
03151009;Gifhorn, Stadt;49;4;0;3;42
03151010;Groß Oesingen;1;0;0;1;0
03151011;Hankensbüttel;4;0;1;0;3
03151012;Hillerse;4;0;0;0;4
03151013;Isenbüttel;25;0;0;5;20
03151014;Jembke;4;0;0;2;2
03151015;Leiferde;9;0;1;1;7
03151016;Meine;31;2;2;4;23
03151017;Meinersen;16;2;1;0;13
03151018;Müden (Aller);5;0;0;1;4
03151019;Obernholz;1;0;0;0;1
03151020;Osloß;1;0;1;0;0
03151021;Parsau;4;0;1;1;2
03151022;Ribbesbüttel;-;0;0;0;0
03151023;Rötgesbüttel;7;0;0;1;6
03151024;Rühen;17;0;2;2;13
03151025;Sassenburg;26;0;3;0;23
03151026;Schönewörde;-;0;0;0;0
03151027;Schwülper;20;0;1;2;17
03151028;Sprakensehl;-;0;0;0;0
03151029;Steinhorst;-;0;0;0;0
03151030;Tappenbeck;-;0;0;0;0
03151031;Tiddische;1;0;0;0;1
03151032;Tülau;2;0;0;0;2
03151033;Ummern;-;0;0;0;0
03151034;Vordorf;6;0;0;0;6
03151035;Wagenhoff;-;0;0;0;0
03151036;Wahrenholz;7;0;0;2;5
03151037;Wasbüttel;4;0;0;0;4
03151038;Wesendorf;4;0;-1;1;4
03151039;Weyhausen;3;0;0;0;3
03151040;Wittingen, Stadt;10;0;0;2;8
03151041;Didderse;-;0;0;0;0
03151501;Giebel, gemfr. Geb.;-;0;0;0;0
03152001;Adelebsen;2;0;1;1;0
03152002;Bilshausen;-;0;0;0;0
03152003;Bodensee;-;0;0;0;0
03152004;Bovenden;14;1;0;1;12
03152005;Bühren;-;0;0;0;0
03152006;Dransfeld;3;0;0;2;1
03152007;Duderstadt;22;1;5;-1;17
03152008;Ebergötzen;1;0;0;0;1
03152009;Friedland, Kr Göttingen;3;1;1;0;1
03152010;Gieboldehausen;6;0;0;1;5
03152011;Gleichen;21;0;2;1;18
03152012;Göttingen;106;11;19;24;52
03152013;Jühnde;-;0;0;0;0
03152014;Krebeck;-;0;0;0;0
03152015;Landolfshausen;2;0;0;0;2
03152016;Hann. Münden;17;0;8;-2;11
03152017;Niemetal;3;0;0;0;3
03152018;Obernfeld;-;0;0;0;0
03152019;Rhumspringe;-;0;0;0;0
03152020;Rollshausen;-;0;0;0;0
03152021;Rosdorf, Kr Göttingen;8;1;0;1;6
03152022;Rüdershausen;-;0;0;0;0
03152023;Scheden;1;0;0;0;1
03152024;Seeburg, Niedersachs;-;0;0;0;0
03152025;Seulingen;5;0;1;0;4
03152026;Staufenberg, Niedersachs;6;0;0;-1;7
03152027;Waake;2;0;0;0;2
03152028;Wollbrandshausen;-;0;0;0;0
03152029;Wollershausen;-;0;0;0;0
03153001;Altenau, Bergstadt;2;0;1;0;1
03153002;Bad Harzburg, Stadt;13;1;1;1;10
03153003;Braunlage, Stadt;-;0;0;0;0
03153004;Clausthal-Zellerfeld, Bergstadt;3;0;1;1;1
03153005;Goslar, Stadt;47;38;-1;-8;18
03153006;Hahausen;-;0;0;0;0
03153007;Langelsheim;5;0;0;0;5
03153008;Liebenburg;3;0;0;0;3
03153009;Lutter am Barenberge, Flecken;2;0;0;-1;3
03153010;Sankt Andreasberg, Bergstadt;-;0;0;0;0
03153011;Schulenberg im Oberharz;-;0;0;0;0
03153012;Seesen, Stadt;23;0;10;7;6
03153013;Vienenburg, Stadt;3;0;2;-2;3
03153014;Wallmoden;-;0;0;0;0
03153015;Wildemann, Bergstadt;-;0;0;0;0
03153016;Braunlage, Stadt;-;-;-;-;-
03153017;Goslar, Stadt;-;-;-;-;-
03153018;Clausthal-Zellerfeld, Berg- und Universitätsstadt;-;-;-;-;-
03153019;Langelsheim, Stadt;-;-;-;-;-
03153504;Harz (Landkreis Goslar), gemfr. Geb.;-;0;0;0;0
03154001;Bahrdorf;1;0;0;1;0
03154002;Beierstedt;-;0;0;0;0
03154003;Büddenstedt;-;0;0;0;0
03154004;Danndorf;1;0;0;0;1
03154005;Frellstedt;-;0;0;0;0
03154006;Gevensleben;-;0;0;0;0
03154007;Grafhorst;-;0;0;0;0
03154008;Grasleben;2;0;0;0;2
